コーナー,通過順
1コーナー,"3,4(2,6)(1,7)5"
2コーナー,"3,4(2,6)1,7,5"
3コーナー,"3(4,6)2,1(7,5)"
4コーナー,"(*3,4,6)-2,1,5,7"
