着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,アウリガテソーロ,牡5,58.0,佐々木,1:23.9,,16,262.8,37.1,美浦加藤士,510(-2)
2,2,4,バルミュゼット,牡4,58.0,横山武,1:24.2,1.3/4,1,2.6,36.0,美浦岩戸,518(0)
3,7,14,キャンディドライヴ,牡4,58.0,菅原明,1:24.6,2.1/2,10,45.8,37.0,美浦黒岩,500(+12)
4,6,11,アイスマン,牡5,58.0,Mデム,1:24.7,3/4,9,37.7,36.8,美浦土田,452(-8)
5,1,2,ホウオウパレード,牡4,58.0,三浦,1:24.8,1/2,5,10.8,36.4,美浦池上,500(-2)
6,4,7,クリスタルウエイ,牡4,58.0,吉田豊,1:24.8,クビ,8,26.8,36.4,美浦高橋文,492(+10)
7,4,8,アポロプラネット,牡4,58.0,永野,1:24.8,ハナ,7,24.0,36.1,美浦伊藤圭,498(-4)
8,5,10,メイショウフンケイ,牡5,58.0,浜中,1:24.9,クビ,2,4.0,37.9,栗東高橋亮,516(-2)
9,8,15,プレシオーソ,セ6,58.0,北村宏,1:25.0,1/2,4,8.2,36.8,栗東清水久,484(+6)
10,7,13,フォトスフィア,牡4,58.0,戸崎圭,1:25.2,1.1/2,6,15.5,36.5,美浦畠山,508(+2)
11,3,6,ワールドコネクター,牡4,58.0,ルメー,1:25.2,クビ,3,6.3,38.1,美浦蛯名正,536(-8)
12,6,12,ドンレパルス,牡4,58.0,大野,1:25.2,ハナ,13,87.4,37.8,美浦高木,512(+2)
13,5,9,ユウグロスファクタ,牝4,56.0,石橋脩,1:25.4,3/4,14,142.5,36.1,栗東新谷,506(+8)
14,8,16,ブリエヴェール,牡5,58.0,武藤,1:25.6,1.1/4,12,59.9,37.5,美浦小笠,458(0)
15,2,3,ニシノラーナ,牝4,56.0,内田博,1:25.7,3/4,11,59.5,39.0,美浦加藤和,486(+6)
16,1,1,ネオレインボウ,セ7,58.0,丸山,1:26.0,1.1/2,15,213.8,38.4,美浦小西,494(0)
