馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ダノンデサイル,牡3,横山典,栗東・安田,差し,4.0,2,6,,35.5,520(-2),京都,63,中8週,Y,,3,エピファネイア,Congrats,
3,2,アーバンシック,牡3,ルメー,美浦・武井,差し,2.8,1,1,,35.6,516(+6),京都,63,中8週,Y,,3,スワーヴリチャード,ハービンジャー,
4,2,ブローザホーン,牡5,菅原明,栗東・吉岡,差し,35.1,11,12,,33.8,432(+2),東京,28,中3週,Y,,3,エピファネイア,デュランダル,
5,3,ベラジオオペラ,牡4,横山和,栗東・上村,,7.1,3,6,,33.7,512(-2),東京,56,中7週,Y,,3,ロードカナロア,ハービンジャー,
6,3,ローシャムパーク,牡5,マーカ,美浦・田中博,差し,17.2,7,2,,,,デルマー,49,中6週,,,2,ハービンジャー,キングカメハメハ,
7,4,スターズオンアース,牝5,川田,美浦・高柳瑞,先行,17.6,8,7,,33.8,498(-2),東京,28,中3週,Y,,2,ドゥラメンテ,Smart Strike,
8,4,レガレイラ,牝3,戸崎圭,美浦・木村,差し,10.9,4,5,,34.1,468(-4),京都,42,中5週,Y,,3,スワーヴリチャード,ハービンジャー,
9,5,ディープボンド,牡7,,栗東・大久保,先行,49.7,12,2,,34.8,502(-14),京都,77,中10週,Y,,3,キズナ,キングヘイロー,
10,5,プログノーシス,牡6,三浦,栗東・中内田,差し,16.4,6,2,,,,ムーニーバレー,57,中7週,,,1,ディープインパクト,Observatory,
11,6,ジャスティンパレス,牡5,坂井,栗東・杉山晴,差し,10.9,5,5,,33.3,468(0),東京,28,中3週,Y,,3,ディープインパクト,Royal Anthem,
12,6,シュトルーヴェ B,セ5,鮫島駿,美浦・堀,差し,108.1,14,10,,33.4,478(0),東京,28,中3週,Y,,3,キングカメハメハ,ディープインパクト,
13,7,スタニングローズ,牝5,ムーア,栗東・高野,先行,27.1,9,1,,34.0,496(-2),京都,42,中5週,Y,,3,キングカメハメハ,クロフネ,
14,7,ダノンベルーガ,牡5,松山,美浦・堀,差し,122.4,15,9,,33.4,496(+4),東京,28,中3週,Y,,2,ハーツクライ,Tizway,
15,8,ハヤヤッコ B,牡8,吉田豊,美浦・国枝,追込,57.1,13,1,,34.6,492(+12),東京,49,中6週,Y,,3,キングカメハメハ,クロフネ,
16,8,シャフリヤール,牡6,Ｃデム,栗東・藤原,差し,30.1,10,3,,,,デルマー,49,中6週,,,1,ディープインパクト,Essence of Dubai,
