着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,16,コスモフリーゲン,牡3,56.0,柴田大,2:14.1,,5,13.3,34.8,美浦畠山,514(+4)
2,6,11,メイショウウネビ,牡4,58.0,藤岡康,2:14.2,クビ,4,11.4,34.2,栗東本田,488(-2)
3,1,2,ゼンノインヴォーク,牡4,58.0,北村友,2:14.2,クビ,2,6.3,34.1,栗東四位,454(+2)
4,3,5,スピーディブレイク,牡3,56.0,団野,2:14.3,クビ,3,9.9,34.0,美浦村田,438(-4)
5,1,1,アレナリア,牝4,56.0,松若,2:14.4,3/4,8,24.2,34.6,栗東西園翔,430(+2)
6,4,7,シリアルノヴェル,牡3,56.0,原,2:14.6,1.1/4,12,51.1,35.4,美浦伊藤圭,474(+6)
7,2,3,イケイケドンドン,牡3,56.0,菊沢,2:14.8,1.1/4,7,19.6,34.2,美浦松山,472(-8)
8,7,13,グランシエロ,牡4,58.0,吉田隼,2:14.9,1/2,1,2.0,34.7,美浦武井,528(-14)
9,4,8,ギンノサジ,牝5,56.0,黛,2:14.9,クビ,13,58.8,35.4,美浦松永康,484(-2)
10,2,4,タイセイアーサー,牡5,58.0,斎藤,2:14.9,クビ,15,65.1,34.3,美浦斎藤誠,484(-4)
11,7,15,コスモバラタ,牡3,56.0,吉村智,2:15.0,1/2,14,58.9,35.5,美浦武市,474(+6)
12,5,10,マイネルシーマー,牡4,58.0,丸山,2:15.0,アタマ,9,25.1,35.2,美浦青木,486(+4)
13,6,12,テンクウハット,牝3,54.0,太宰,2:15.2,1.1/4,11,36.9,35.4,栗東渡辺,462(+4)
14,3,6,モルトヴェローチェ,牡3,56.0,永島,2:15.3,1/2,10,35.5,34.7,美浦大竹,450(-2)
15,7,14,ファミリーラヴ,牝3,54.0,国分恭,2:15.4,クビ,17,186.8,36.0,栗東野中,450(-2)
16,8,17,エバーハンティング,牝4,56.0,西村淳,2:15.4,クビ,16,172.9,35.8,美浦小島,404(-12)
17,8,18,オーシャントライブ,牡3,56.0,Hドイ,2:15.6,1.1/4,6,15.9,35.2,栗東高柳大,458(+4)
18,5,9,メイショウホーコン,牡4,58.0,古川吉,2:15.9,2,18,227.8,36.0,栗東安達,484(0)
