券種,組み合わせ,配当,人気
単勝,3,420,2
複勝,3,170,1
複勝,6,540,10
複勝,16,240,4
枠連,2-3,6300,21
馬連,3-6,10100,37
ワイド,3-6,2430,35
ワイド,3-16,860,6
ワイド,6-16,1890,27
馬単,3-6,16650,63
3連複,3-6-16,12420,46
3連単,3-6-16,96810,341
