馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ホークマン,牡4,国分恭,美浦・粕谷,追込,332.1,16,12,,35.5,482(-6),東京,70,中9週,Y,,3,ホークビル,タイキシャトル,
2,1,チェイスザウェイ B,牝5,長岡,美浦・伊藤圭,差し,284.2,14,11,,39.6,474(0),函館,62,中8週,Y,,3,ジャスタウェイ,アドマイヤムーン,
3,2,ホウショウマリス,牝3,小沢,栗東・井上,差し,5.5,3,1,3歳以上1勝クラス,37.4,464(+10),阪神,69,中9週,Y,,3,ドレフォン,ゴールドアリュール,
4,2,ランウインディ,牝4,国分優,栗東・中尾,先行,47.3,11,4,,37.2,460(0),中京,28,中3週,Y,,3,エスポワールシチー,ベーカバド,
5,3,アネモス,牝5,秋山稔,栗東・北出,差し,220.9,12,10,,36.6,508(-10),阪神,77,中10週,Y,,3,ビッグアーサー,ダンスインザダーク,
6,3,ミロワール,牝6,酒井,栗東・河嶋,差し,39.3,10,6,,36.8,472(+10),福島,42,中5週,Y,,3,ロードカナロア,ダンスインザダーク,
7,4,エコロネオ,牡4,松若,栗東・森秀,先行,6.1,4,3,,37.0,482(+2),中京,28,中3週,Y,,3,Bernardini,ストリートセンス,
8,4,タカネノハナコサン B,牝5,中井,栗東・緒方,先行,39.3,9,4,,38.0,502(+18),福島,140,中19週,Y,,3,カレンブラックヒル,デザートキング,
9,5,ストリンジェンド,牡5,北村友,栗東・加藤公,差し,23.1,8,9,,38.0,474(-4),新潟,34,中4週,Y,,3,キンシャサノキセキ,フレンチデピュティ,
10,5,ペプチドシュチク B,牡4,高倉,栗東・武英,先行,328.8,15,10,,36.4,486(+4),小倉,48,中6週,Y,,3,ブリックスアンドモルタル,コロナドズクエスト,
11,6,スペシャルナンバー,牡6,岩田康,栗東・西村,追込,22.4,7,5,,35.9,488(-2),中京,28,中3週,Y,,3,リオンディーズ,シニスターミニスター,
12,6,アスタールフナ,牝3,高杉,栗東・中竹,,3.8,2,2,,36.7,452(-2),中京,28,中3週,Y,,3,ジョーカプチーノ,More Than Ready,
13,7,アメリカンビキニ,牝3,団野,栗東・斉藤崇,,2.8,1,8,,37.1,510(+14),阪神,76,中10週,Y,,3,American Pharoah,Bernardini,
14,7,メイショウヤーキス,牡4,菱田,栗東・飯田,差し,16.5,5,13,4歳以上2勝クラス,35.4,444(+8),京都,104,中14週,Y,,3,シニスターミニスター,メイショウオウドウ,
15,8,ヨシノヤッタルデー,牡4,角田和,栗東・中竹,先行,17.9,6,6,,36.3,466(+4),阪神,77,中10週,Y,,3,ファインニードル,チーフベアハート,
16,8,エールレヴリー,牝5,富田,栗東・武英,逃げ,265.0,13,11,,34.1,488(+4),東京,70,中9週,Y,,3,ダイワメジャー,Ready's Image,
