着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,アルナシーム,牡5,57.0,横山典,1:47.2,,5,8.2,36.4,栗東橋口,440(0)
2,4,6,エピファニー,牡5,58.0,杉原,1:47.2,クビ,1,4.6,36.2,美浦宮田,502(+4)
3,5,7,エルトンバローズ,牡4,59.0,西村淳,1:47.3,1/2,2,4.6,36.8,栗東杉山晴,516(-4)
4,8,14,ロングラン,セ6,57.0,松山,1:47.4,3/4,6,11.5,35.9,美浦和田勇,480(0)
5,8,13,ニホンピロキーフ,牡4,56.5,田口,1:47.5,1/2,3,5.1,36.2,栗東大橋,474(-6)
6,6,9,ボーデン,セ6,54.0,団野,1:48.2,4,8,17.5,37.0,美浦上原佑,482(-8)
7,4,5,カテドラル,牡8,58.0,幸,1:48.4,1.1/2,11,62.5,37.3,栗東池添,490(-4)
8,5,8,タガノパッション,牝6,53.0,Mデム,1:48.4,ハナ,10,37.7,37.6,栗東武幸,478(-8)
9,6,10,ソレイユヴィータ,牝4,50.0,吉村,1:48.5,クビ,12,64.8,38.2,栗東杉山晴,450(-8)
10,7,11,アナゴサン,牡6,56.0,松若,1:48.9,2.1/2,9,19.4,38.1,栗東牧田,472(-2)
11,3,4,ワールドリバイバル,牡6,55.0,小牧太,1:49.2,1.3/4,14,88.8,39.0,栗東牧田,508(-2)
12,3,3,セルバーグ,牡5,57.0,和田竜,1:49.3,1/2,7,14.5,39.4,栗東鈴木孝,434(-4)
13,7,12,セオ,牡4,57.0,岩田康,1:49.4,1/2,4,6.4,39.3,栗東上村,476(-8)
14,1,1,テーオーシリウス,牡6,55.0,西塚,1:49.6,1.1/4,13,68.1,39.4,栗東奥村豊,470(+6)
