コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"7(11,15)(2,3,14)5,12-8(6,10)(4,9,13)1-16"
4コーナー,"7(11,15)(2,3,14)(5,12)8(6,10)(9,13)(4,1)16"
