着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ゼットレヨン,牡5,58.0,酒井,1:10.2,,5,14.8,35.8,栗東吉田,492(-2)
2,2,4,ジェットエンブレム,牡6,58.0,武豊,1:10.3,3/4,6,16.8,35.5,栗東石坂,540(+10)
3,7,13,ドンアミティエ,牡4,58.0,坂井,1:10.4,1/2,1,1.8,36.8,栗東今野,500(-4)
4,6,11,ミラバーグマン,牝6,56.0,池添,1:10.4,クビ,11,57.9,35.5,栗東西村,450(-2)
5,8,15,アルムラトゥール,牡4,58.0,和田竜,1:10.5,1/2,2,7.3,36.3,栗東川村,510(0)
6,8,16,ミラクル,牝6,56.0,松若,1:10.5,ハナ,10,51.0,35.2,栗東加用,474(-6)
7,7,14,ヴァリアント,牡8,58.0,藤岡佑,1:10.7,1.1/4,13,87.1,35.3,栗東茶木,494(+12)
8,5,10,ダノンセシボン,牝4,56.0,西村淳,1:10.7,クビ,3,7.4,37.1,栗東千田,506(0)
9,1,1,ウォームライト,牡5,58.0,岩田望,1:11.0,1.3/4,8,23.6,36.0,栗東四位,504(+6)
10,3,6,アシタバ,牝6,56.0,松山,1:11.2,1.1/4,4,9.0,36.6,栗東奥村豊,502(+10)
11,4,8,カフジエニアゴン,牝5,56.0,古川吉,1:11.5,1.1/2,7,19.1,37.5,栗東木原,510(+10)
12,6,12,メルシー,牝5,56.0,モリス,1:11.5,クビ,15,154.1,37.2,栗東今野,450(+16)
13,3,5,アランチャータ,牝5,56.0,岩田康,1:11.7,1.1/4,14,140.8,36.6,栗東上村,474(-6)
14,2,3,ロックユアハート,牝5,56.0,田口,1:11.8,クビ,12,73.9,37.4,栗東矢作,462(0)
15,1,2,ヒロノトウリョウ,牡8,58.0,川島,1:12.3,3,16,366.7,36.6,美浦蛯名利,510(+26)
16,4,7,ラインガルーダ,牡7,58.0,幸,1:12.5,1.1/4,9,33.1,38.5,栗東松永昌,476(-2)
