コーナー,通過順
1コーナー,
2コーナー,"16-13(7,8,10,11)15,2(5,12)4(3,14)6(1,9)"
3コーナー,"16,11-(13,10)(7,8)(2,15)(4,5)-12,3(14,6)(1,9)"
4コーナー,"16,11-(13,10)(7,8)(4,2)15(5,12)3(14,6,1)-9"
