コーナー,通過順
1コーナー,"11(1,9)3,2(5,6)(8,12)(10,7)13,4"
2コーナー,"11(1,9)3,2,5,6(8,12)(10,7)-(4,13)"
3コーナー,"(*11,9)(1,3,2)(5,6)(4,8,12)(10,7)13"
4コーナー,"(*11,9)(3,2)(1,5,6)8(4,12,7)10,13"
