馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ランフォーザエイジ,牝2,浜中,美浦・小島,,9.3,5,,,,456(0),,,,,,,エフフォーリア,ハービンジャー,,
2,2,シャムスクッカ,牡2,小沢,栗東・高柳大,,51.5,12,,,,478(0),,,,,,,ベンバトル,マンハッタンカフェ,,
3,3,フィオリアーモ,牝2,横山武,美浦・池上,,6.0,3,,,,458(0),,,,,,,モーリス,ワークフォース,,
4,3,テンカタイヘイ,牡2,,美浦・小野,,19.4,8,,,,432(0),,,,,,,トーセンレーヴ,ダイワメジャー,,
5,4,ルージュロマーナ,牝2,横山和,美浦・手塚徳,,32.2,10,,,,460(0),,,,,,,ウィルテイクチャージ,ダイワメジャー,,
6,4,ロジアコース,牡2,岩田康,美浦・加藤征,,6.9,4,,,,490(0),,,,,,,ロジユニヴァース,ハーツクライ,,
7,5,カリスマン,牡2,吉田隼,美浦・武井,,75.8,13,,,,426(0),,,,,,,フィエールマン,シンボリクリスエス,,
8,5,エコロルーク,牡2,佐々木,栗東・藤原,,4.9,2,,,,466(0),,,,,,,エフフォーリア,クロフネ,,
9,6,ステラルミノーザ,牡2,長浜,美浦・千葉,,44.4,11,,,,456(0),,,,,,,フィエールマン,ヴィクトワールピサ,,
10,6,エコロヴァルド,牡2,鮫島駿,栗東・牧浦,,19.5,9,,,,522(0),,,,,,,デクラレーションオブウォー,Casamento,,
11,7,ラヴァンドローリエ,牝2,古川吉,栗東・宮,,156.5,14,,,,466(0),,,,,,,ダノンスマッシュ,マンハッタンカフェ,,
12,7,プリームスリール,牝2,斎藤,栗東・東田,,11.9,6,,,,454(0),,,,,,,アルバート,フジキセキ,,
13,8,サルトヴェローチェ,牡2,北村友,栗東・上村,,3.4,1,,,,488(0),,,,,,,マインドユアビスケッツ,ファルブラヴ,,
14,8,ヒアカムズザサン,牡2,武豊,栗東・中竹,,16.9,7,,,,450(0),,,,,,,エピファネイア,ヴィクトワールピサ,,
