馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ローザレイア,牝3,国分恭,栗東・西園翔,先行,116.1,10,8,,34.0,400(-2),中京,70,中9週,Y,,3,レイデオロ,エンパイアメーカー,
2,2,ブラックハヤテ,牡3,丹内,美浦・蛯名利,差し,3.7,2,7,,34.6,450(+4),中山,27,中3週,Y,,3,ダノンバラード,ナカヤマフェスタ,
3,3,アロンソア,牡3,川又,栗東・牧田,差し,48.1,9,11,,36.5,430(-4),京都,21,中2週,Y,,3,インディチャンプ,バゴ,
4,4,キッコベッロ,牡3,杉原,栗東・友道,差し,2.3,1,4,,34.7,492(-2),京都,90,中12週,Y,,3,Study of Man,Scat Daddy,
5,5,アイドクレース,牝3,石神道,美浦・金成,差し,23.5,7,1,3歳未勝利,35.5,428(+6),小倉,14,中1週,Y,,3,ダノンバラード,オルフェーヴル,
6,6,グレーヌドジョワ B,牡3,荻野琢,栗東・今野,先行,19.0,6,8,,36.1,452(-2),京都,21,中2週,Y,,3,ロードカナロア,ディープインパクト,
7,7,ドッグウッド,牡3,斎藤,美浦・斎藤誠,差し,5.7,3,1,3歳未勝利,34.5,460(+2),小倉,20,中2週,Y,,3,レイデオロ,タートルボウル,
8,7,エドウィンナルコ,牡3,小沢,栗東・西村,,7.0,4,1,3歳未勝利,38.5,532(-12),京都,40,中5週,Y,,2,サトノダイヤモンド,Bated Breath,
9,8,ソラーロ,牡3,亀田,栗東・加藤公,逃げ,45.6,8,9,,38.6,450(-8),阪神,56,中7週,Y,,2,モーリス,ダイワメジャー,
10,8,アンソニー,牡3,松若,栗東・武幸,差し,11.6,5,5,3歳1勝クラス,35.9,496(-8),中山,40,中5週,Y,,2,コントレイル,ヨハネスブルグ,
