コーナー,通過順
1コーナー,"7,16,3(5,12)4(9,8)6(11,10)13(1,2)(14,15)"
2コーナー,"7,16(3,12)(4,5)(9,8)(6,11,10)-13,1,2(14,15)"
3コーナー,"(*7,16)(3,5,12,8)9(4,10)11(6,15)(2,13)(1,14)"
4コーナー,"(*7,16)(3,12)(5,8)(4,9,10)(6,11)(2,15)14(1,13)"
