馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ジークシュベルト,牡4,横山琉,栗東・高橋一,逃げ,54.4,11,5,3歳以上1勝クラス,36.8,462(+2),中京,90,中12週,Y,,3,ファインニードル,オペラハウス,,
2,1,カーリングホリデー,牝3,石田,美浦・宗像,差し,197.2,15,12,3歳以上1勝クラス,37.9,466(-4),東京,56,中7週,Y,,3,ニューイヤーズデイ,シンボリクリスエス,,
3,2,ロサンゼルス,牡3,団野,美浦・伊藤圭,,43.0,10,12,3歳以上1勝クラス,38.4,514(-10),東京,21,中2週,Y,,3,カリフォルニアクローム,キングヘイロー,,B
4,2,テンフェリーチェ,牝4,古川奈,美浦・辻,逃げ,86.1,13,9,3歳以上1勝クラス,36.5,474(-4),東京,42,中5週,Y,,3,ディスクリートキャット,サムライハート,,B
5,3,レッドフランカー,セ6,,栗東・音無,差し,33.9,7,11,3歳以上1勝クラス,36.6,468(-8),中京,14,中1週,Y,,3,リアルインパクト,Storm Cat,,B
6,3,ゴルデールスカー,牡4,西塚,栗東・大久保,差し,11.4,5,6,3歳以上1勝クラス,35.5,470(0),中京,14,中1週,Y,,3,モーリス,フレンチデピュティ,,
7,4,ファストレーン,牡3,高杉,栗東・野中,先行,2.4,1,8,3歳以上1勝クラス,38.9,492(+12),小倉,148,中20週,Y,,3,リアルスティール,Awesome Again,,
8,4,レディーエンジェル,牝3,柴田裕,栗東・岡田,先行,197.2,14,14,3歳以上1勝クラス,34.1,472(+8),福島,28,中3週,Y,,3,リオンディーズ,ブライアンズタイム,,B
9,5,リヤンドゥミラクル,牝3,小沢,美浦・和田勇,差し,65.1,12,8,3歳以上1勝クラス,37.6,424(-12),東京,42,中5週,Y,,3,ルーラーシップ,ハーツクライ,,
10,5,ワンダーウィルク,牡5,河原田,栗東・今野,先行,34.6,8,7,3歳以上1勝クラス,38.0,516(0),中京,15,中1週,Y,,3,ザファクター,バゴ,,
11,6,オーサムデアラー,牡4,佐々木,美浦・上原博,追込,5.9,3,2,3歳以上1勝クラス,35.3,506(+4),東京,28,中3週,Y,,3,マインドユアビスケッツ,サンデーサイレンス,,
12,6,キタノライジン,牡3,松本,美浦・尾関,差し,241.8,16,13,3歳以上1勝クラス,36.5,502(+6),東京,42,中5週,Y,,3,ホッコータルマエ,ヘクタープロテクター,,
13,7,スナークメモリー,牝4,永島,栗東・宮地,先行,42.4,9,8,3歳以上1勝クラス,38.7,436(-2),京都,64,中8週,Y,,3,オルフェーヴル,サクラバクシンオー,,
14,7,ニシノアウェイク,牡3,川端,美浦・伊藤圭,差し,19.7,6,9,3歳以上1勝クラス,37.7,480(-4),東京,29,中3週,Y,,3,アメリカンペイトリオット,ヴィクトワールピサ,,
15,8,フレイムジョーカー,牡5,西村淳,美浦・岩戸,差し,3.6,2,2,3歳以上1勝クラス,38.0,488(0),中京,7,連闘,Y,,3,ロージズインメイ,ブラックタイド,,
16,8,マイレーヌ,牝4,斎藤,美浦・斎藤誠,先行,10.5,4,4,3歳以上1勝クラス,38.1,518(+2),中京,15,中1週,Y,,3,ロゴタイプ,タイキシャトル,,
