着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,アメリカンチケット,セ5,58.0,小崎,1:06.0,,11,61.6,35.5,栗東藤原,490(+4)
2,3,6,エコロシード,牡3,55.0,ゴンサ,1:06.2,1.1/4,1,1.8,35.4,美浦堀,550(+6)
3,7,14,モリノセピア,牡5,58.0,津村,1:07.3,7,7,21.8,35.8,美浦鈴木伸,494(+2)
4,6,12,タッカージーティー,牝4,56.0,横山典,1:07.4,1/2,6,21.7,36.1,美浦鈴木伸,482(+2)
5,1,2,カワキタマナレア,牝4,56.0,田辺,1:07.8,2.1/2,5,17.7,36.1,栗東杉山佳,420(+2)
6,8,15,ルクスレイモンド,牡3,55.0,戸崎圭,1:07.9,クビ,2,5.2,36.2,美浦上原佑,488(0)
7,2,4,タケルハーロック,牡4,58.0,石田,1:07.9,クビ,8,24.0,35.2,栗東高柳大,498(0)
8,4,7,ケブランリ,牡3,55.0,荻野極,1:07.9,クビ,3,8.1,35.4,美浦加藤士,500(0)
9,3,5,イノキ,牡4,58.0,丸山,1:08.0,1/2,9,24.9,35.1,美浦岩戸,502(+2)
10,5,10,ヒラボクカレラ,牡4,58.0,坂井,1:08.4,2,4,9.9,36.3,栗東奥村豊,464(+6)
11,8,16,シアター,牝5,56.0,原,1:08.5,1,10,51.7,36.4,栗東茶木,456(+6)
12,7,13,サードウインド,牝4,56.0,武藤,1:08.6,1/2,13,95.6,36.7,美浦西田,456(+4)
13,6,11,グラスブランシュ,牝5,56.0,杉原,1:08.6,アタマ,15,253.2,34.6,美浦松山,480(+14)
14,2,3,ゴルトリッチ,牡6,58.0,菊沢,1:08.6,ハナ,14,158.5,36.2,栗東牧浦,492(-22)
15,4,8,オセアエクスプレス,牡5,58.0,三浦,1:08.7,1/2,12,83.3,36.7,美浦菊川,490(0)
16,1,1,ゲクウ,牡4,58.0,菅原隆,1:09.1,2,16,328.3,37.6,美浦小手川,490(-2)
