券種,組み合わせ,配当,人気
単勝,9,1400,6
複勝,9,350,7
複勝,14,220,1
複勝,13,500,10
枠連,5-8,1130,4
馬連,9-14,3330,13
ワイド,9-14,970,8
ワイド,9-13,2080,32
ワイド,13-14,1440,17
馬単,9-14,8870,37
3連複,9-13-14,12630,40
3連単,9-14-13,84490,296
