馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タロントゥーズ,牡4,森一,栗東・大久保,差し,17.4,5,14,,35.1,474(0),札幌,57,中7週,Y,,3,ダイワメジャー,ワークフォース,,
2,2,アジアノハナ,牝3,黒岩,栗東・牧田,差し,67.3,12,15,3歳未勝利,39.9,478(-4),中京,36,中4週,Y,,3,アジアエクスプレス,ゴールドアリュール,,
3,3,アップデート,牡5,小牧加,栗東・音無,差し,3.0,2,6,障害3歳以上未勝利,13.4,494(-4),中京,43,中5週,Y,,3,エピファネイア,ステイゴールド,,
4,4,サハラ,牡5,石神深,美浦・粕谷,差し,55.7,11,10,3歳以上1勝クラス,36.6,496(-2),新潟,36,中4週,Y,,3,ルーラーシップ,ディープインパクト,,
5,4,バラードインミラノ,牡6,草野,美浦・小野,差し,29.1,7,6,障害3歳以上未勝利,13.5,436(0),新潟,22,中2週,Y,,3,ダノンバラード,Excellent Art,,
6,5,クリノオデッセイ,牡3,井上,栗東・坂口,差し,188.1,13,13,3歳未勝利,42.1,466(+2),中京,43,中5週,Y,,3,ダノンシャーク,キンググローリアス,,
7,5,タイセイスラッガー,牡6,,美浦・古賀,追込,30.1,8,10,障害3歳以上未勝利,13.6,568(+6),中京,35,中4週,Y,,3,タイセイレジェンド,マンハッタンカフェ,,B
8,6,ハイエストポイント,牡6,難波,栗東・鈴木孝,先行,17.7,6,6,障害3歳以上未勝利,13.8,458(0),中京,21,中2週,Y,,3,シンボリクリスエス,ジャングルポケット,,
9,6,アルカンサス,牡5,大江圭,美浦・土田,差し,8.7,3,4,障害3歳以上未勝利,13.7,478(+12),中京,21,中2週,Y,,3,シルバーステート,Orientate,,
10,7,ディープマインド,牡4,中村,栗東・本田,,38.4,9,8,障害3歳以上未勝利,14.3,542(-4),中京,21,中2週,Y,,3,マインドユアビスケッツ,アグネスタキオン,,
11,7,パープルアドミラル,牡4,金子,美浦・堀内,差し,54.3,10,5,障害3歳以上未勝利,13.5,440(0),新潟,22,中2週,Y,,3,シビルウォー,マンハッタンカフェ,,
12,8,スマートルミエール,牡7,五十嵐,美浦・高橋文,先行,2.0,1,3,障害3歳以上未勝利,13.3,442(-2),中京,43,中5週,Y,,3,ディープインパクト,ストラヴィンスキー,,
13,8,ユキノエリザベス,牝5,上野,美浦・小野,差し,17.3,4,9,,34.1,460(-8),東京,99,中13週,Y,,3,キタサンブラック,Oasis Dream,,
