馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,タミゼ,牝5,和田陽,栗東・平田,先行,177.1,14,10,,36.4,484(+8),小倉,43,中5週,Y,,3,リオンディーズ,フレンチデピュティ,
2,1,キングクー,牡7,,美浦・室井,差し,30.0,10,7,,34.7,526(-4),小倉,29,中3週,Y,,3,ロードカナロア,サクラバクシンオー,
3,2,ワイノナオミ,牝5,永島,栗東・畑端,追込,13.1,7,13,,36.0,472(-6),京都,43,中5週,Y,,3,ドレフォン,ゴールドアリュール,
4,2,テラステラ,牡6,戸崎圭,栗東・荒川,差し,29.1,9,7,,34.7,482(+6),阪神,91,中12週,Y,,3,モーリス,スペシャルウィーク,
5,3,ダズリングダンス B,セ6,松若,栗東・小椋,先行,13.0,6,12,,39.0,490(-6),京都,127,中17週,Y,,3,タイセイレジェンド,アドマイヤマックス,
6,3,モリノセピア,牡5,小林美,美浦・鈴木伸,差し,37.1,11,10,4歳以上2勝クラス,36.5,496(-4),中山,70,中9週,Y,,3,エスポワールシチー,アルデバランII,
7,4,ミッキーマカパ,牡4,舟山,美浦・田中博,逃げ,15.0,8,8,,36.4,526(-2),小倉,43,中5週,Y,,3,ロードカナロア,Equiano,
8,4,ハリーケーン,牡4,古川吉,栗東・大根田,,3.5,2,3,4歳以上2勝クラス,36.7,528(+4),阪神,21,中2週,Y,,3,モーニン,マンハッタンカフェ,
9,5,ザウリ,牡7,丸山,栗東・森田,差し,12.7,5,2,,34.6,532(-8),小倉,29,中3週,Y,,3,ビッグアーサー,バチアー,
10,5,ミスエル,牡5,菊沢,美浦・菊沢,先行,57.0,12,10,,37.3,482(+6),中京,85,中11週,Y,,3,ディスクリートキャット,ダイワメジャー,
11,6,クールソル,牝5,亀田,美浦・斎藤誠,先行,197.6,15,15,4歳以上2勝クラス,38.2,464(+4),中山,57,中7週,Y,,3,ドレフォン,ダイワメジャー,
12,6,ロッカバイベイビー B,牝4,佐藤,美浦・伊藤圭,先行,100.9,13,14,4歳以上2勝クラス,38.0,450(-2),中山,70,中9週,Y,,3,ルヴァンスレーヴ,ゴールドアリュール,
13,7,ペレグリン,牝5,松山,栗東・河嶋,先行,6.9,3,1,4歳以上1勝クラス,36.0,440(+2),阪神,14,中1週,Y,,3,バンブーエール,マルカシェンク,
15,8,エイプリルインパリ,牝4,小崎,栗東・高橋忠,,3.3,1,3,4歳以上2勝クラス,36.1,466(-4),東京,33,中4週,Y,,3,リオンディーズ,スウェプトオーヴァーボード,
16,8,ランウインディ,牝5,岩田望,栗東・中尾,先行,10.4,4,8,4歳以上2勝クラス,36.7,474(-6),京都,28,中3週,Y,,3,エスポワールシチー,ベーカバド,
