券種,組み合わせ,配当,人気
単勝,10,430,2
複勝,10,180,2
複勝,7,540,8
複勝,13,140,1
枠連,4-5,3250,13
馬連,7-10,9560,30
ワイド,7-10,2200,26
ワイド,10-13,380,1
ワイド,7-13,1730,18
馬単,10-7,13540,47
3連複,7-10-13,10250,32
3連単,10-7-13,65970,209
