馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,カズタンジャー B,牡4,川田,栗東・新谷,先行,4.8,2,3,,39.2,510(+6),中京,49,中6週,Y,,3,ドレフォン,アサクサキングス,
2,1,ピュアグルーヴ,牝5,津村,栗東・藤岡,差し,85.4,14,11,4歳以上2勝クラス,55.3,472(+2),東京,99,中13週,Y,,3,ドレフォン,スペシャルウィーク,
3,2,マウンテンエース,牡5,佐々木,美浦・和田雄,差し,27.9,9,6,4歳以上2勝クラス,36.7,510(-2),東京,99,中13週,Y,,3,ワールドエース,ストーミングホーム,
4,2,ルーラーリッチ,セ5,三浦,美浦・小島,差し,120.0,15,8,,40.3,482(-16),中山,147,中20週,Y,,3,ルーラーシップ,チチカステナンゴ,
5,3,シゲルカミカゼ,牡5,大野,美浦・松山,先行,14.4,5,3,,38.5,522(-2),中山,28,中3週,Y,,3,ドレフォン,サウスヴィグラス,
6,3,セレクティオ,牡5,田辺,栗東・橋口,差し,34.4,10,10,,38.9,490(0),中京,49,中6週,Y,,3,ジャスタウェイ,デヒア,
7,4,グラヴィス B,牡4,北村友,栗東・矢作,先行,15.3,6,8,4歳以上2勝クラス,38.7,494(-2),阪神,50,中6週,Y,,3,ハーツクライ,Storm Cat,
8,4,ホウオウベルクソン B,牡4,ディー,美浦・大竹,差し,6.8,4,1,4歳以上1勝クラス,36.8,542(+4),中京,50,中6週,Y,,3,リアルスティール,Dushyantor,
9,5,キャネル,牡4,横山武,美浦・手塚久,先行,19.7,8,14,4歳以上2勝クラス,38.3,492(-4),東京,77,中10週,Y,,3,ブリックスアンドモルタル,スペシャルウィーク,
10,5,サンライズウェーヴ,牡4,長岡,栗東・石坂,差し,246.6,16,7,4歳以上2勝クラス,37.8,484(-2),阪神,43,中5週,Y,,3,マジェスティックウォリアー,ゴールドアリュール,
11,6,ソウルアンドジャズ,牡4,レーン,美浦・武井,逃げ,5.5,3,5,,38.6,506(0),中山,28,中3週,Y,,3,ブリックスアンドモルタル,Unbridled's Song,
12,6,タイセイアディクト,牡4,松山,美浦・池上,先行,3.0,1,2,4歳以上2勝クラス,36.4,494(0),東京,77,中10週,Y,,3,リオンディーズ,フレンチデピュティ,
13,7,シグムンド B,牡4,柴田大,美浦・岩戸,先行,72.8,13,13,4歳以上2勝クラス,38.8,504(+2),東京,77,中10週,Y,,3,アポロキングダム,カネヒキリ,
14,7,バナマンテソーロ B,牡4,菅原明,美浦・加藤士,,18.4,7,9,4歳以上2勝クラス,37.7,500(-10),東京,77,中10週,Y,,3,ハーツクライ,Astronomer Royal,
15,8,フルングニル,牡5,鮫島駿,美浦・小手川,先行,39.3,11,10,,42.6,582(+2),中山,57,中7週,Y,,3,イスラボニータ,Doyen,
16,8,ラファールドール,セ4,木幡巧,美浦・田島,先行,43.9,12,1,4歳以上1勝クラス,39.7,490(-6),中山,29,中3週,Y,,3,ニューイヤーズデイ,ステイゴールド,
