コーナー,通過順
1コーナー,"7,10(2,14)8,9,1(12,11)4,15(3,13)(6,16)-5"
2コーナー,"7-10,2-14(1,8,9)-(4,12,11)-(13,15)3(6,16)-5"
3コーナー,"7=10,2(14,9)1(4,8)12,11,15(13,6,16)3,5"
4コーナー,"7-10(2,9)14(1,8,12)4,15,11(13,16)6,3,5"
