馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゼアズノープレイス,牡5,的場,美浦・的場,追込,61.5,10,4,,35.2,492(0),福島,20,中2週,Y,,3,アスカクリチャン,スペシャルウィーク,
2,2,スイーツバイキング,牝4,大野,美浦・大竹,差し,37.9,9,10,,34.5,456(+2),札幌,7,連闘,Y,,3,ヴィクトワールピサ,ブライアンズタイム,
3,3,フェルメール,牡3,横山和,美浦・萩原,差し,16.6,6,1,3歳未勝利,37.9,484(-2),中山,167,中23週,Y,,3,リアルインパクト,フレンチデピュティ,
4,4,コスモアバンサ,牡4,斎藤,美浦・清水英,差し,66.7,11,1,C1ー3組,38.5,488(-20),佐賀,161,中22週,,,0,リオンディーズ,マヤノトップガン,
5,4,クインズステラ,牝5,亀田,美浦・池上,差し,88.9,12,10,3歳以上1勝クラス,35.1,464(-2),札幌,7,連闘,Y,,3,ジャスタウェイ,Leroidesanimaux,
6,5,ディナトセレーネ,牝4,鮫島駿,美浦・尾関,先行,5.0,2,2,3歳以上1勝クラス,35.9,458(0),福島,27,中3週,Y,,3,レッドファルクス,ハービンジャー,
7,5,ウインボレロ,牡3,佐々木,美浦・手塚,差し,16.8,7,1,3歳未勝利,35.7,434(-2),福島,118,中16週,Y,,3,モーリス,ステイゴールド,
8,6,セイウンパシュート,牡4,池添,美浦・上原博,差し,2.2,1,2,,35.1,462(-8),札幌,21,中2週,Y,,3,ハーツクライ,キングカメハメハ,
9,6,サトノメルベイユ,牝3,横山武,美浦・高柳瑞,追込,5.4,3,1,3歳未勝利,35.4,386(-18),函館,48,中6週,Y,,1,サトノダイヤモンド,Petionville,
10,7,マイネルブリックス,牡3,丹内,美浦・黒岩,差し,9.0,4,5,,34.6,462(+16),中山,119,中16週,Y,,3,ブリックスアンドモルタル,アグネスタキオン,
11,7,ロジルーラー,牡3,永野,美浦・稲垣,,12.4,5,17,,40.5,502(+4),東京,105,中14週,Y,,3,ルーラーシップ,サンデーサイレンス,
12,8,クロスライセンス B,牡4,浜中,美浦・鹿戸,差し,25.9,8,8,3歳以上1勝クラス,35.4,450(-6),函館,63,中8週,Y,,3,キズナ,キンシャサノキセキ,
13,8,アスクナサニエル B,牡3,菱田,栗東・藤原,差し,200.7,13,8,,36.0,500(-8),札幌,14,中1週,Y,,3,Nathaniel,エンパイアメーカー,
