券種,組み合わせ,配当,人気
単勝,6,340,2
複勝,6,180,2
複勝,8,200,3
複勝,4,200,4
枠連,5-6,1030,4
馬連,6-8,2110,8
ワイド,6-8,670,7
ワイド,4-6,460,4
ワイド,4-8,660,8
馬単,6-8,3040,11
3連複,4-6-8,3750,10
3連単,6-8-4,16410,42
