券種,組み合わせ,配当,人気
単勝,5,410,2
複勝,5,130,2
複勝,8,120,1
複勝,7,140,3
枠連,4-5,340,1
馬連,5-8,500,1
ワイド,5-8,240,1
ワイド,5-7,340,3
ワイド,7-8,300,2
馬単,5-8,1290,3
3連複,5-7-8,980,1
3連単,5-8-7,4100,4
