着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,プライベートアイズ,牡4,56.0,斎藤,1:45.7,,4,12.2,37.5,栗東小栗,496(+6)
2,8,13,タガノエルー,牡3,55.0,古川吉,1:46.0,2,1,1.6,37.2,栗東宮,462(-2)
3,5,8,ベラジオワールド,牡4,57.0,横山和,1:46.2,1.1/4,2,3.7,36.7,美浦伊藤大,500(+6)
4,6,10,リメンバーヒム,牡4,55.0,小沢,1:46.5,2,8,43.5,37.9,栗東浜田,452(+4)
5,1,1,マーゴットサンズ,牝3,52.0,古川奈,1:46.5,アタマ,5,14.4,38.1,美浦伊坂,480(+6)
6,5,7,マーウォルス,牡4,55.0,北村友,1:47.2,4,7,41.1,37.9,栗東茶木,474(+6)
7,7,11,ウインハルモニア,牝4,53.0,長浜,1:47.4,1.1/4,11,151.7,38.4,美浦柄崎,482(-6)
8,6,9,レディゴディヴァ,牝4,52.0,川又,1:48.0,3.1/2,12,153.2,39.4,栗東小崎,432(0)
9,8,14,ネクストダンサー,牝4,52.0,黛,1:48.1,クビ,14,252.5,38.6,美浦伊藤圭,496(0)
10,7,12,チザルピーノ,セ5,55.0,浜中,1:48.2,1/2,6,27.4,39.9,美浦堀,466(+4)
11,3,4,テルアスワッド,セ4,55.0,吉田隼,1:48.4,1.1/4,10,112.1,38.7,栗東須貝,470(-6)
12,2,2,テイエムゴッホ,牡3,54.0,舟山,1:48.6,1.1/2,3,11.8,40.5,栗東浜田,528(+4)
13,4,6,ストラーダ,牝3,51.0,横山琉,1:48.8,1,9,46.0,38.8,栗東安田,484(+6)
14,4,5,フォーワンセルフ,牡7,51.0,河原田,1:49.5,4,13,241.1,39.6,美浦小手川,516(-10)
