馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,サンライズケヴィン,牡3,松若,栗東・平田,先行,39.1,8,5,,39.1,494(+4),中山,42,中5週,Y,,3,シニスターミニスター,アフリート,
2,2,マクリール,牡3,ルメー,美浦・手塚久,差し,2.8,2,3,,37.9,470(+2),大井,80,中10週,,,2,ロードカナロア,Galileo,
3,2,ポッドデスペア,牡3,横山武,美浦・畠山,先行,48.4,10,1,3歳5,38.7,482(+2),川崎,67,中9週,,,0,ミスターメロディ,キングカメハメハ,
4,3,エコロシード,牡3,レーン,美浦・堀,,16.6,6,1,3歳1勝クラス,37.3,544(0),中山,118,中16週,Y,,3,Adios Charlie,Uncaptured,
5,3,マイネルミストラル,牡3,津村,美浦・萱野,先行,49.5,11,8,3歳1勝クラス,39.8,516(-8),中山,27,中3週,Y,,2,ルヴァンスレーヴ,ゴールドアリュール,
6,4,エスシーレイジュ,牝3,大野,美浦・松山,差し,361.9,14,6,3歳1勝クラス,37.0,454(-2),東京,77,中10週,Y,,3,シャンハイボビー,キングヘイロー,
7,4,テイエムキハク,牡3,丹内,美浦・伊藤圭,先行,11.9,4,1,,35.9,478(+10),東京,208,中29週,Y,Y,2,ルヴァンスレーヴ,サウスヴィグラス,
8,5,アトミックブレス,牡3,ディー,美浦・加藤征,先行,84.3,12,1,3歳未勝利,36.2,516(+2),東京,76,中10週,Y,,2,カレンブラックヒル,ファルブラヴ,
9,5,アンヘリータス,牝3,石橋脩,栗東・吉村,差し,509.4,15,12,,37.1,410(-4),中京,55,中7週,Y,,3,ニューイヤーズデイ,Bated Breath,
10,6,ドンエレクトス,牡3,荻野極,美浦・高木,差し,2.4,1,2,,38.2,468(+2),中山,42,中5週,Y,,3,ダノンレジェンド,フリオーソ,
11,6,ケブランリ,牡3,岩田康,美浦・加藤士,先行,21.7,7,1,3歳1勝クラス,36.4,500(+8),阪神,49,中6週,Y,,3,ゴールドドリーム,Forest Camp,
12,7,チュウワカーネギー,牡3,横山典,栗東・大久保,逃げ,8.3,3,1,3歳1勝クラス,36.7,520(+2),阪神,28,中3週,Y,,3,モーリス,Street Boss,
13,7,アルデトップガン,牡3,菅原明,美浦・田中剛,差し,14.4,5,5,,33.9,466(0),中山,28,中3週,Y,,3,ナダル,ゴールドアリュール,
14,8,メイショウバルク,牡3,武豊,栗東・安達,逃げ,39.8,9,1,3歳1勝クラス,37.0,490(-4),阪神,63,中8週,Y,,3,ディスクリートキャット,メイショウサムソン,
15,8,ミリオンクラウン,牡3,佐々木,美浦・和田雄,先行,244.6,13,10,,34.8,500(+8),中山,28,中3週,Y,,2,リーチザクラウン,パイロ,
