馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,フラップシグナス,牡6,小崎,栗東・千田,差し,222.2,14,8,,36.2,502(+12),福島,21,中2週,Y,,3,ローエングリン,ワイルドラッシュ,
2,1,ファムエレガンテ,牝3,岩田望,栗東・中村,先行,8.8,4,2,,36.7,478(-2),福島,21,中2週,Y,,3,Tiz the Law,Twirling Candy,
3,2,ドラゴンウェルズ,牡3,北村友,栗東・藤原,先行,3.3,1,2,,35.8,480(+6),東京,34,中4週,Y,,3,Frosted,エスケンデレヤ,
4,2,ショウナンアビアス,牡5,松山,美浦・加藤士,差し,9.4,5,2,,35.3,500(-6),京都,27,中3週,Y,,3,ドレフォン,キングカメハメハ,
5,3,タカネノハナコサン B,牝5,高杉,栗東・緒方,,4.7,3,1,3歳以上2勝クラス,36.3,502(+4),阪神,70,中9週,Y,,3,カレンブラックヒル,デザートキング,
6,3,ホクザンバーリイ,牡4,永井孝,地方・橋本明,先行,515.0,16,10,,39.7,484(-3),園田,50,中6週,,,0,ベストウォーリア,アドマイヤジャパン,
7,4,イミュータブル,牡5,池添,栗東・浜田,先行,100.4,11,15,,37.4,484(+6),京都,63,中8週,Y,,3,バゴ,Milt's Overture,
8,4,ツークフォーゲル,牡5,古川吉,栗東・荒川,差し,107.6,12,11,,36.4,568(+16),東京,202,中28週,Y,Y,3,ドレフォン,ゴールドアリュール,
9,5,ネグレスコ,牝4,秋山稔,栗東・西園正,差し,18.5,7,14,,36.9,488(+2),京都,63,中8週,Y,,3,カリフォルニアクローム,マンハッタンカフェ,
10,5,キタノソワレ,牝4,酒井,美浦・本間,差し,42.9,10,8,,35.0,478(+2),京都,27,中3週,Y,,3,トゥザワールド,フレンチデピュティ,
11,6,メイショウヤーキス,牡4,菱田,栗東・飯田,差し,31.5,9,9,,35.7,458(+6),京都,63,中8週,Y,,3,シニスターミニスター,メイショウオウドウ,
12,6,ナスノカンゲツ,牡5,田口,美浦・武井,差し,173.8,13,12,,36.2,524(+2),京都,27,中3週,Y,,3,ダイワメジャー,Hard Spun,
13,7,カネコメシスター,牝6,和田竜,栗東・中尾,差し,321.6,15,11,,35.5,502(0),京都,63,中8週,Y,,3,エスポワールシチー,フォーティナイナー,
14,7,ゲッティヴィラ,牡3,川田,栗東・小栗,差し,4.0,2,1,3歳以上2勝クラス,35.0,458(+6),京都,34,中4週,Y,,3,Frosted,Into Mischief,
15,8,ヒルノドゴール,牡4,武豊,栗東・北出,差し,9.8,6,4,,36.4,528(0),京都,13,中1週,Y,,3,アニマルキングダム,ハーツクライ,
16,8,ナッカーフェイス,牡6,岩田康,栗東・北出,差し,31.0,8,4,,34.5,470(+4),京都,27,中3週,Y,,3,シニスターミニスター,キングカメハメハ,
