コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"8,14(7,10)3,9,15(12,16)4,13(2,5)(1,6)11"
4コーナー,"(*8,14)(7,10)15(3,9,12)4(2,5)16(1,13)(11,6)"
