馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ユメハハテシナク,牡6,鮫島駿,栗東・石坂,先行,17.7,6,6,4歳以上2勝クラス,35.0,488(+2),京都,14,中1週,Y,,3,ダイワメジャー,タイキシャトル,,
2,2,ステラスプレンダー,牝5,吉村,栗東・石坂,差し,94.3,9,13,,39.6,456(0),福島,21,中2週,Y,,3,ロードカナロア,Equal Stripes,,B
3,3,スナークピカソ,牡4,松山,栗東・高橋一,差し,6.4,4,1,4歳以上1勝クラス,33.9,484(+4),中京,56,中7週,Y,,3,アジアエクスプレス,ディープインパクト,,
4,4,プチプラージュ,牝4,国分恭,栗東・大根田,差し,176.1,11,10,,34.0,452(+18),中京,42,中5週,Y,,3,ストロングリターン,ザール,,
5,5,ツーエムクロノス,牡4,酒井,栗東・本田,先行,42.2,8,9,4歳以上2勝クラス,35.2,514(+4),阪神,34,中4週,Y,,3,ノーブルミッション,シングスピール,,
6,6,ダイヤモンドハンズ,牡6,岩田望,栗東・池江,差し,2.8,1,1,4歳以上1勝クラス,33.8,516(-6),京都,98,中13週,Y,,3,サトノダイヤモンド,El Corredor,,
7,6,ウォータークラーク,牡4,,栗東・石橋,差し,3.4,2,3,,33.2,484(-4),阪神,76,中10週,Y,,3,ウォータービルド,キングヘイロー,,
8,7,ダガーリング,牡4,菱田,栗東・柴田,差し,4.0,3,1,4歳以上1勝クラス,33.9,546(-4),京都,14,中1週,Y,,3,タワーオブロンドン,ロードカナロア,,
9,7,リリーブライト,牡8,荻野琢,美浦・西田,差し,134.6,10,7,,34.7,474(+2),阪神,42,中5週,Y,,3,ハーツクライ,American Post,,
10,8,クスクス,牝5,池添,栗東・松下,,31.8,7,11,4歳以上2勝クラス,36.5,500(+2),京都,14,中1週,Y,,3,リーチザクラウン,ウォーエンブレム,,
11,8,マルカオペラ,牝5,北村友,栗東・浜田,差し,13.1,5,4,4歳以上2勝クラス,33.5,486(+2),阪神,27,中3週,Y,,3,ハービンジャー,クロフネ,,
