馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ホッコーメヴィウス,セ9,難波,栗東・清水久,,12.5,4,,,,474(+2),中京,294,中41週,Y,Y,3,ダイワメジャー,ダンシングブレーヴ,,
2,2,フォージドブリック,牡4,大江圭,美浦・西田,逃げ,73.6,8,4,,13.6,538(-10),中山,63,中8週,Y,,3,ブリックスアンドモルタル,クロフネ,,
3,3,プラチナドリーム,牡6,石神深,美浦・菊川,差し,116.4,10,9,,13.9,484(+8),中山,56,中7週,Y,,3,ホッコータルマエ,シンボリクリスエス,,B
4,4,サイード,セ6,小牧加,栗東・角田,先行,3.7,2,2,,13.3,502(+6),小倉,119,中16週,Y,,3,キズナ,ボストンハーバー,,
5,5,ロスコフ,牡7,草野,美浦・久保田,先行,6.3,3,1,,12.9,502(-2),中京,294,中41週,Y,Y,3,オルフェーヴル,キングカメハメハ,,
6,5,ダイシンクローバー,セ9,上野,美浦・戸田,差し,114.8,9,,,0.0,504(+18),中山,175,中24週,Y,,3,キンシャサノキセキ,Fusaichi Pegasus,,
7,6,ジューンベロシティ,牡7,高田,栗東・武英,,1.6,1,4,,13.8,470(0),中山,56,中7週,Y,,3,ロードカナロア,シンボリクリスエス,,
8,6,ブリエヴェール,牡7,金子,美浦・小笠,差し,30.3,5,1,,13.2,464(+4),新潟,35,中4週,Y,,3,エイシンフラッシュ,ゴールドアリュール,,
9,7,デシマルサーガ,牡5,江田勇,美浦・粕谷,逃げ,271.1,12,8,,13.6,470(0),新潟,21,中2週,Y,,3,バゴ,メイショウボーラー,,
10,7,ウインチェレステ,牡7,小野寺,美浦・畠山,先行,53.8,7,7,,13.9,516(+8),京都,49,中6週,Y,,3,ドゥラメンテ,Fusaichi Pegasus,,
11,8,スヴァルナ,セ1,井上,栗東・池江,差し,140.5,11,4,,13.6,506(-6),京都,13,中1週,Y,,3,ステイゴールド,シンボリクリスエス,,
12,8,サクセスバラード,牡5,,美浦・竹内,逃げ,32.1,6,1,障害4歳以上未勝利,13.3,474(+4),新潟,21,中2週,Y,,3,ダノンバラード,アグネスデジタル,,
