券種,組み合わせ,配当,人気
単勝,1,330,2
複勝,1,200,3
複勝,10,300,5
複勝,7,170,2
枠連,1-8,1740,8
馬連,1-10,2230,7
ワイド,1-10,660,8
ワイド,1-7,420,3
ワイド,7-10,710,9
馬単,1-10,3190,11
3連複,1-7-10,2710,8
3連単,1-10-7,13890,44
