着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,バルサムノート,牡4,57.0,松岡,1:20.2,,5,8.9,35.0,栗東高野,504(+12)
2,1,1,マスクオールウィン,牝3,52.0,木幡巧,1:20.3,1/2,3,5.2,35.2,美浦牧,500(+8)
3,6,9,メイショウホシアイ,牝6,55.0,岩田康,1:20.6,1.1/2,9,25.5,34.6,栗東高橋亮,496(0)
4,4,4,グレイイングリーン,牡6,57.0,荻野極,1:20.6,クビ,4,5.6,34.3,栗東池江,498(-8)
5,5,7,シングザットソング,牝4,56.0,斎藤,1:20.7,1/2,2,5.0,34.0,栗東高野,434(-8)
6,8,12,スコールユニバンス,牝5,55.0,丸山,1:20.7,アタマ,13,155.9,34.0,栗東矢作,458(0)
7,5,6,デュガ,牡5,57.0,菅原明,1:20.8,クビ,7,13.2,34.2,栗東森秀,496(0)
8,7,10,ディヴィナシオン,牡7,58.0,田辺,1:20.9,1/2,10,37.3,34.4,栗東森秀,472(0)
9,7,11,ゴールデンシロップ,牡6,57.0,原,1:20.9,ハナ,11,43.0,34.0,美浦鈴木慎,536(-2)
10,3,3,アルーリングウェイ,牝5,55.0,津村,1:21.0,1,6,11.4,34.7,栗東藤岡,484(+2)
11,6,8,サンライズオネスト,牡7,58.0,吉田豊,1:21.1,クビ,8,14.7,34.6,栗東河内,472(0)
12,4,5,ルージュエクレール,牝5,55.0,三浦,1:21.5,2.1/2,12,80.3,34.4,美浦萩原,432(+4)
13,8,13,メイショウチタン,牡7,58.0,柴田善,1:22.3,5,1,4.2,36.8,栗東本田,474(+4)
