コーナー,通過順
1コーナー,"(*7,11)(3,12)(8,13,14)1(5,4,9)15-10(2,6)"
2コーナー,"(*7,11)-(3,12)(1,8,13,14)(5,4,9)15(2,6)10"
3コーナー,"7(11,4)(3,12)(8,14)(1,15)(5,9)(2,13,6)10"
4コーナー,"(7,*4,12)8(3,11,14)(5,15)(1,9)(2,6,10)13"
