着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,ラファル,牡4,58.0,ルメー,1:24.3,,1,3.9,35.0,栗東田中克,530(+2)
2,6,11,サトノガレオン,セ6,58.0,レーン,1:24.6,1.3/4,6,13.8,35.5,美浦堀,518(+2)
3,6,12,スニーカースキル,牝4,56.0,松山,1:24.8,1.1/4,7,13.9,35.4,栗東杉山晴,502(+4)
4,5,10,アスクアイルビゼア,牡5,58.0,坂井,1:25.0,1.1/4,4,6.0,36.1,栗東矢作,458(-4)
5,8,15,アジアミッション,牡5,58.0,横山和,1:25.0,クビ,15,138.9,35.3,栗東緒方,504(-16)
6,3,6,エイブラムス,牡5,58.0,原,1:25.1,クビ,14,137.0,36.1,美浦鈴木慎,478(0)
7,2,4,コブラ,牡7,58.0,横山典,1:25.1,クビ,12,91.4,35.1,美浦菊沢,488(-2)
8,1,1,パルデンス,牡8,58.0,江田照,1:25.2,3/4,16,207.0,35.6,美浦森一,506(-6)
9,3,5,フウセツ,牡4,58.0,大野,1:25.3,クビ,8,17.3,36.6,美浦鈴木慎,496(0)
10,5,9,ワークソング,牡5,58.0,ディー,1:25.4,クビ,11,57.8,35.9,栗東牧浦,482(+6)
11,2,3,コーラルクラウン,牡4,58.0,川田,1:25.4,クビ,2,4.7,36.4,栗東福永,484(0)
12,1,2,トゥロン,牝4,56.0,戸崎圭,1:25.5,クビ,9,21.1,35.8,栗東井上,528(+18)
13,7,13,メイケイレイン,牡4,58.0,池添,1:25.7,1.1/2,3,5.1,36.4,栗東中竹,452(0)
14,8,16,テリフィックプラン,セ5,58.0,岩田望,1:25.8,1/2,5,9.5,36.0,美浦萩原,494(+2)
15,4,7,ジャスリー,牡6,58.0,菅原明,1:25.9,クビ,13,117.6,36.6,美浦田島,522(+2)
16,7,14,ポッドソル,牡4,58.0,丹内,1:26.4,3,10,56.7,37.9,美浦手塚徳,438(-4)
