馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,プリモスペランツァ,牡5,田村,栗東・中竹,差し,3.1,1,3,障害4歳以上未勝利,13.1,500(-6),新潟,20,中2週,Y,,3,エスケンデレヤ,ダンスインザダーク,,
2,2,インプレス,牡5,小牧加,栗東・佐々木,追込,5.1,3,7,,37.3,526(-12),京都,28,中3週,Y,,3,キズナ,Dr Fong,,
3,3,コルドゥーン,牡8,,美浦・石栗,差し,121.9,8,11,障害4歳以上未勝利,13.6,474(+12),中山,69,中9週,Y,,3,トゥザグローリー,サクラバクシンオー,,B
4,4,オメガリッチマン,牡4,高田,栗東・安田,先行,3.5,2,4,障害4歳以上未勝利,13.4,446(-2),中山,69,中9週,Y,,3,イスラボニータ,ディープインパクト,,
5,5,インディゴブラック,セ5,小坂,栗東・奥村豊,差し,10.0,6,13,,37.7,512(+2),阪神,55,中7週,Y,,3,キタサンブラック,Bernardini,,
6,6,スペキュレーター,牡5,江田勇,美浦・伊藤伸,差し,146.9,9,8,障害3歳以上未勝利,13.7,506(+22),福島,209,中29週,Y,Y,3,ストロングリターン,ハーツクライ,,
7,7,キタノブレイド,牡5,石神深,美浦・萱野,,6.4,4,5,障害4歳以上未勝利,13.4,476(+4),新潟,27,中3週,Y,,3,カレンブラックヒル,Woodman,,
8,7,フジフォンテ,牡5,大江圭,美浦・粕谷,差し,163.3,10,9,障害4歳以上未勝利,13.7,464(-4),新潟,20,中2週,Y,,3,ロージズインメイ,メイショウオウドウ,,B
9,8,ダノンジャッカル,牡5,西谷誠,栗東・中内田,先行,7.5,5,5,,38.5,462(+12),福島,210,中29週,Y,Y,3,ディープインパクト,Intikhab,,
10,8,ヴラディア,牡5,上野,美浦・小西,先行,19.9,7,6,障害4歳以上未勝利,13.4,496(+2),新潟,27,中3週,Y,,3,ラブリーデイ,マーベラスサンデー,,
