着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,メイクユーマイン,牡3,54.0,藤岡佑,2:39.2,,2,4.3,35.6,栗東田中克,500(-2)
2,1,1,カムフライ,牡3,54.0,丹内,2:39.5,2,4,6.0,35.7,美浦辻,512(-4)
3,3,5,ペリプルス,牡4,58.0,永野,2:39.6,1/2,12,89.5,35.7,美浦佐藤吉,430(+2)
4,3,4,ヴィスマール,牡3,54.0,横山武,2:39.8,1.1/4,3,5.9,36.3,栗東奥村豊,442(-8)
5,5,8,モンブランミノル,牡3,54.0,横山和,2:40.1,2,1,2.8,36.4,栗東小栗,502(+10)
6,6,10,オールアイズオン,セ4,58.0,菱田,2:40.2,1/2,15,95.8,35.9,美浦蛯名正,482(0)
7,2,3,ステラポイント,牝4,56.0,鮫島駿,2:40.3,クビ,6,18.7,36.7,栗東杉山晴,448(+2)
8,8,15,モルトヴェローチェ,牡4,58.0,佐々木,2:40.4,1/2,7,18.7,36.6,美浦大竹,464(+8)
9,4,7,ビッグベルーガ,牡4,58.0,松岡,2:40.6,1,11,60.6,37.4,栗東牧浦,470(+6)
10,8,14,ベッラアルバ,牝5,56.0,角田河,2:40.7,3/4,8,20.5,37.0,栗東中竹,456(-2)
11,5,9,タイセイアーサー,牡6,58.0,斎藤,2:40.8,クビ,9,49.1,36.9,美浦斎藤誠,494(+8)
12,4,6,マケルナマサムネ,牡6,58.0,川又,2:40.9,1/2,14,91.6,36.9,栗東畑端,466(-10)
13,2,2,ノートルプロメス,牡5,58.0,浜中,2:41.0,3/4,5,13.5,37.0,栗東四位,490(-10)
14,7,13,ニシノザイホウ,牡3,54.0,松本,2:41.3,1.1/2,13,90.7,37.2,栗東新谷,438(+6)
15,6,11,ガウラスパーク,牡3,54.0,池添,2:43.2,大,10,53.3,39.8,栗東高柳大,530(+12)
