コーナー,通過順
1コーナー,"14-6,11,5(3,13)(4,10)(7,12)2,8,9,1"
2コーナー,"14=6-11,5-(3,13)(4,10)12(2,7)8,9,1"
3コーナー,"14-6(11,8)(3,5)13(4,12)(10,1)(2,7,9)"
4コーナー,"(14,*6,8,1)11(3,13,9)(4,12)5,2,10,7"
