馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヒッグスボソン,牡3,秋山稔,栗東・高橋忠,差し,13.1,5,8,3歳未勝利,34.0,426(+2),京都,49,中6週,Y,,3,ファインニードル,Dubawi,,
2,1,ビサイレント,牝3,鮫島良,栗東・畑端,先行,133.5,13,16,3歳未勝利,37.4,448(-2),小倉,14,中1週,Y,,3,アメリカンペイトリオット,ハーツクライ,,
3,2,ヒャクギマル,牡3,国分優,栗東・坂口,差し,44.2,11,3,3歳未勝利,36.1,482(+2),小倉,7,連闘,Y,,3,フォーウィールドライブ,オルフェーヴル,,
4,2,リメンバーシドニー,牝3,田山,栗東・橋口,差し,43.0,10,14,3歳未勝利,34.5,448(+10),新潟,56,中7週,Y,,2,Zoustar,コマンズ,,
5,3,リントゥラウル,牡3,酒井,栗東・秋山,先行,14.6,6,5,3歳未勝利,35.6,460(-8),阪神,20,中2週,Y,,3,キズナ,キングヘイロー,,
6,3,スターアスコット,牝3,柴田裕,栗東・奥村豊,差し,12.6,4,6,3歳未勝利,34.5,452(+4),京都,42,中5週,Y,,2,モズアスコット,オルフェーヴル,,
7,4,メテオロイド,牡3,吉村,栗東・宮地,先行,10.8,3,14,3歳未勝利,36.1,452(-2),小倉,13,中1週,Y,,3,カレンブラックヒル,ディープインパクト,,B
8,4,ディオレガーロ,牝3,川端,栗東・長谷川,差し,94.7,12,7,3歳未勝利,35.8,452(-6),小倉,13,中1週,Y,,3,サートゥルナーリア,ディープインパクト,,
9,5,メイショウトッド,牡3,国分恭,栗東・安達,,255.0,17,15,3歳未勝利,40.9,432(-12),京都,55,中7週,Y,,3,ドレフォン,ディープブリランテ,,
10,5,フーガカンタービレ,牝3,今村,栗東・大久保,先行,34.7,9,10,JRA交流,41.3,422(-4),園田,17,中1週,,,2,ロードカナロア,サクラバクシンオー,,
11,6,ヴェネラブル,牝3,藤懸,栗東・吉村,差し,253.0,16,8,3歳未勝利,35.5,432(-2),小倉,13,中1週,Y,,3,ブラックタイド,コンデュイット,,
12,6,レジーナテンペスタ,牝3,森田,栗東・前川,差し,32.2,8,4,3歳未勝利,34.7,476(+2),小倉,13,中1週,Y,,3,シルバーステート,Storm Cat,,
13,7,ウェイヨー,牡3,団野,栗東・森秀,先行,146.2,14,8,足摺盃,41.1,478(+25),高知,151,中21週,,,2,Upstart,Cuvee,,
14,7,アクアホワイト,牝3,永島,栗東・宮,差し,207.5,15,5,加賀医王山,42.5,458(0),金沢,46,中6週,,,1,Blue Point,So You Think,,
15,7,ダイメイプリンス,牡3,中井,栗東・森田,追込,363.9,18,14,3歳未勝利,35.0,486(+2),阪神,35,中4週,Y,,3,シルバーステート,キングヘイロー,,B
16,8,リヴァイ,牡3,西村淳,栗東・高野,先行,4.7,2,7,3歳未勝利,34.6,512(0),京都,49,中6週,Y,,3,サートゥルナーリア,ジャスタウェイ,,
17,8,チュウワメロディー,牡3,松若,栗東・小崎,先行,1.9,1,2,3歳未勝利,34.8,456(-4),小倉,13,中1週,Y,,3,ミスターメロディ,スペシャルウィーク,,
18,8,オースミサイファー,牡3,,栗東・宮本,差し,15.0,7,6,3歳未勝利,34.4,476(+2),京都,70,中9週,Y,,3,タワーオブロンドン,ディープインパクト,,
