馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,テーオーパーセル,牡3,松山,栗東・宮,逃げ,6.9,3,3,3歳1勝クラス,37.1,456(+6),阪神,21,中2週,Y,,3,バンブーエール,ロージズインメイ,,
2,1,プレダトゥール,牡3,秋山稔,栗東・北出,差し,97.2,10,14,,36.0,452(-4),京都,111,中15週,Y,,3,ディーマジェスティ,タイキシャトル,,
3,2,ゼロヴィジビリティ,牡3,ルメー,栗東・寺島,,2.2,1,1,3歳未勝利,37.7,506(0),阪神,22,中2週,Y,,2,ディスクリートキャット,スクリーンヒーロー,,
4,2,ナムラダリア,牝3,,美浦・蛯名利,差し,71.6,7,7,,35.1,434(-10),中山,35,中4週,Y,,2,インディチャンプ,グランデラ,,
5,3,マーゴットサンズ,牝3,鮫島駿,美浦・伊坂,先行,12.2,5,7,3歳1勝クラス,39.0,476(-4),中山,28,中3週,Y,,3,ミスチヴィアスアレックス,ゴールドアリュール,,
6,3,エルリオ,牝3,角田和,美浦・深山,先行,357.8,15,10,3歳1勝クラス,35.5,432(-4),中山,43,中5週,Y,,2,キセキ,ゼンノロブロイ,,
7,4,ヒナノムサシ,牡3,池添,美浦・本間,逃げ,138.3,13,9,3歳1勝クラス,34.7,522(-4),阪神,22,中2週,Y,,3,ミッキーアイル,タニノギムレット,,
8,4,ブロンテス,牡3,,栗東・大根田,先行,13.0,6,4,3歳1勝クラス,36.7,478(+2),阪神,21,中2週,Y,,3,ミスチヴィアスアレックス,ストラヴィンスキー,,
9,5,フリッシュ,牡3,藤懸,栗東・平田,先行,97.2,11,1,3歳未勝利,37.3,484(-4),京都,85,中11週,Y,,3,パイロ,ヘニーヒューズ,,
10,5,アイカンアズーラ,牝3,酒井,栗東・河嶋,先行,89.3,9,1,3歳未勝利,37.5,428(-4),阪神,49,中6週,Y,,3,タワーオブロンドン,パイロ,,
11,6,ハグレジョー,牡3,菱田,栗東・岡田,先行,3.2,2,5,,35.8,490(-8),阪神,28,中3週,Y,,3,エスポワールシチー,ヘニーヒューズ,,
12,6,ヘリテージブルーム,牡3,戸崎圭,美浦・伊藤圭,先行,9.5,4,8,,37.2,456(-4),中京,49,中6週,Y,,3,ミスチヴィアスアレックス,エンパイアメーカー,,
13,7,クラックショット,牡3,国分優,栗東・清水久,先行,146.0,14,10,3歳1勝クラス,39.0,464(-2),小倉,64,中8週,Y,,3,アドマイヤマーズ,Trappe Shot,,
14,7,ブルズアイプリンス,牡3,松本,栗東・森秀,差し,373.9,16,12,,34.5,432(+4),中山,22,中2週,Y,,2,フィエールマン,エピファネイア,,
15,8,タイセイモノリス,牡3,津村,美浦・栗田,先行,84.8,8,1,3歳未勝利,37.3,480(-2),中京,49,中6週,Y,,3,ゴールドドリーム,マイネルラヴ,,
16,8,バトゥカーダ,牡3,川須,栗東・安達,先行,106.5,12,9,3歳1勝クラス,37.8,490(+4),東京,77,中10週,Y,,3,カレンブラックヒル,サウスヴィグラス,,
