馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ミレニアムヒロイン,牝5,石神深,美浦・池上,差し,13.9,6,5,障害4歳以上未勝利,14.0,458(0),小倉,22,中2週,Y,,3,スクリーンヒーロー,マツリダゴッホ,,
2,2,ゴーツウキリシマ,牝6,黒岩,栗東・牧田,先行,12.1,5,4,障害4歳以上未勝利,14.0,460(-2),小倉,22,中2週,Y,,3,ナムラタイタン,グラスワンダー,,
3,3,デスティネ,牡9,江田勇,美浦・萱野,差し,275.2,14,8,障害3歳以上未勝利,14.1,498(+10),中山,98,中13週,Y,,3,リアルインパクト,ミシル,,
4,3,クラウンウルル,牡4,小野寺,美浦・菊川,先行,184.4,13,11,3歳以上1勝クラス,37.8,492(+16),東京,118,中16週,Y,,3,レッドファルクス,スニッツェル,,
5,4,ベラトール,牡4,水沼,美浦・西田,差し,70.4,11,15,3歳以上1勝クラス,35.7,486(+8),福島,118,中16週,Y,,3,ミッキーグローリー,アグネスデジタル,,
6,4,クリアクォーツ,牡4,大江圭,美浦・的場,差し,53.7,9,10,障害4歳以上未勝利,13.6,476(0),中山,63,中8週,Y,,3,タワーオブロンドン,アグネスデジタル,,
7,5,バラジ,セ7,小牧加,栗東・井上,差し,1.9,1,3,障害4歳以上未勝利,13.9,506(0),京都,70,中9週,Y,,3,ヴァンセンヌ,アラジ,,
8,5,タガノバルコス,牡7,高田,栗東・秋山,先行,5.6,2,4,障害4歳以上未勝利,13.9,492(+2),小倉,28,中3週,Y,,3,キタサンブラック,キングカメハメハ,,
9,6,カルマンフィルター,牡5,草野,美浦・戸田,先行,11.0,4,3,障害3歳以上未勝利,13.7,496(+4),中山,197,中27週,Y,Y,3,スワーヴリチャード,シンボリクリスエス,,
10,6,サラフィエル,セ7,上野,美浦・鈴木慎,,16.8,7,4,障害4歳以上未勝利,13.7,456(+4),中山,64,中8週,Y,,3,ヤマニンセラフィム,トワイニング,,
11,7,コスモゴレアドール,牡7,土田,美浦・秋本,先行,50.7,8,7,障害3歳以上未勝利,13.1,456(+22),新潟,232,中32週,Y,Y,3,ゴールドシップ,Acatenango,,B
12,7,ハーバーライト,牡5,難波,栗東・高橋忠,差し,6.2,3,2,障害4歳以上未勝利,13.5,538(+6),小倉,29,中3週,Y,,3,ドレフォン,キングカメハメハ,,
13,8,レヴァントリ,セ4,五十嵐,美浦・大和田,差し,99.2,12,9,3歳以上1勝クラス,39.1,470(-2),新潟,148,中20週,Y,,3,ドレフォン,ハービンジャー,,
14,8,モズバンディット,牡6,中村,栗東・中尾,差し,70.2,10,6,障害4歳以上未勝利,13.6,456(0),小倉,56,中7週,Y,,3,ドレフォン,アドマイヤムーン,,
