券種,組み合わせ,配当,人気
単勝,1,730,3
複勝,1,210,3
複勝,3,130,1
複勝,6,320,7
馬連,1-3,1090,4
ワイド,1-3,440,4
ワイド,1-6,1430,18
ワイド,3-6,820,11
馬単,1-3,2640,9
3連複,1-3-6,5620,24
3連単,1-3-6,25760,93
