コーナー,通過順
1コーナー,"(1,*4)-7,2(3,6)5"
2コーナー,"(*1,4)-7(2,6)3,5"
3コーナー,"(*1,4)-7-2-6(3,5)"
4コーナー,"(*1,7,4)2=6(3,5)"
