コーナー,通過順
1コーナー,"3,8(1,6)-7-5(2,4)"
2コーナー,"3-8(1,6)-(7,5)-(2,4)"
3コーナー,"3-8,1,6,7(2,5)4"
4コーナー,"3-(1,8)6,7,2,5,4"
