馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ルシュヴァルドール,牡5,藤岡佑,栗東・矢作,差し,12.7,8,1,,36.1,542(+6),阪神,35,中4週,Y,,3,リアルスティール,Sightseeing,,
2,1,サイモンザナドゥ,牡6,池添,栗東・小林,差し,6.7,4,2,,35.7,478(+4),京都,77,中10週,Y,,3,アジアエクスプレス,アグネスデジタル,,
3,2,マーブルロック,牡6,酒井,栗東・西園正,,241.3,15,13,,38.7,530(+6),阪神,35,中4週,Y,,3,シニスターミニスター,キングカメハメハ,,
4,2,テーオードレフォン,牡7,浜中,栗東・梅田,先行,131.0,14,15,,38.9,506(+10),阪神,35,中4週,Y,,3,ドレフォン,ブライアンズタイム,,
5,3,ハナウマビーチ,牡4,団野,栗東・西園翔,差し,27.4,10,1,,37.8,520(0),阪神,29,中3週,Y,,3,ゴールドドリーム,スキャターザゴールド,,
6,3,クラウンプライド,牡7,ハマー,栗東・新谷,先行,49.7,13,4,,37.4,524(+23),浦和,60,中8週,,,0,リーチザクラウン,キングカメハメハ,,
7,4,テーオーパスワード,牡5,高杉,栗東・高柳大,先行,11.0,5,6,,39.0,488(+4),中山,42,中5週,Y,,3,コパノリッキー,キングカメハメハ,,
8,4,マリオロード,牡7,吉村,栗東・安達,差し,249.9,16,8,,37.3,518(-2),阪神,35,中4週,Y,,3,キタサンブラック,オペラハウス,,B
9,5,ブライアンセンス,牡6,坂井,美浦・斎藤誠,差し,5.5,3,1,,37.3,524(+4),中山,42,中5週,Y,,3,ホッコータルマエ,ブライアンズタイム,,
10,5,ジェイパームス,セ6,鮫島駿,美浦・堀,差し,5.5,2,1,,34.8,510(+2),東京,85,中11週,Y,,3,ジャスタウェイ,Congaree,,
11,6,ペイシャエス,牡7,田辺,美浦・小西,先行,45.2,12,5,,36.3,504(-8),札幌,169,中23週,Y,,2,エスポワールシチー,ワイルドラッシュ,,
12,6,シゲルショウグン,牡6,武豊,栗東・大橋,,11.4,6,9,,38.1,532(+6),京都,77,中10週,Y,,3,モーリス,Redoute's Choice,,
13,7,ロードクロンヌ,牡5,横山和,栗東・四位,先行,4.4,1,2,,36.9,500(+12),浦和,60,中8週,,,2,リオンディーズ,ブライアンズタイム,,
14,7,ハピ,牡7,菱田,栗東・大久保,差し,16.2,9,6,,35.9,488(+2),阪神,35,中4週,Y,,3,キズナ,キングカメハメハ,,
15,8,セラフィックコール,牡6,西村淳,栗東・寺島,差し,11.8,7,9,,37.4,536(-2),中京,49,中6週,Y,,1,ヘニーヒューズ,マンハッタンカフェ,,
16,8,サンデーファンデー,牡6,角田和,栗東・東田,差し,43.4,11,,,0.0,528(+4),京都,77,中10週,Y,,3,スズカコーズウェイ,スマートボーイ,,B
