コーナー,通過順
1コーナー,"5-13,15,1,12,11,2(8,14)3(4,10)(9,16)7-6"
2コーナー,"5,13,15(12,1)(2,11,14)(3,8)(4,10)(9,16)7-6"
3コーナー,"5(13,15)(12,1)(11,14)2(3,8)(9,16,7)4(10,6)"
4コーナー,"(*5,13)15(12,1)(2,11,14)(3,8)9(4,7)(10,16,6)"
