着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,ジャスティンガルフ,牡5,58.0,西塚,2:02.8,,14,58.6,35.9,栗東茶木,498(-2)
2,8,18,シンドリームシン,牡5,58.0,鮫島駿,2:02.8,ハナ,2,5.2,34.9,栗東武幸,498(-6)
3,3,5,ゼンノインヴォーク,セ7,58.0,古川吉,2:02.8,クビ,6,11.8,34.6,栗東緒方,442(+2)
4,3,6,マイネルモメンタム,牡5,58.0,横山琉,2:03.0,1.1/4,7,15.5,35.5,美浦相沢,496(-6)
5,1,2,タイキジパング,牡5,58.0,柴田裕,2:03.0,ハナ,11,49.6,34.4,栗東谷,494(-2)
6,8,16,コスモレオナルド,牡5,58.0,石神道,2:03.0,アタマ,4,5.7,36.0,美浦鹿戸,470(+2)
7,6,12,マイネルゼウス,牡4,57.0,丹内,2:03.0,ハナ,1,4.3,35.8,美浦奥村武,432(0)
8,2,4,フォルテフィオーレ,牡5,58.0,菊沢,2:03.2,1,3,5.7,35.2,美浦上原佑,456(+2)
9,4,7,メイショウビストロ,牡4,57.0,菱田,2:03.2,クビ,10,29.2,35.7,栗東岡田,442(-2)
10,6,11,サクラアドリア,牡4,57.0,斎藤,2:03.2,クビ,5,10.7,35.4,美浦尾関,480(-4)
11,8,17,マイバラード,牡6,58.0,吉田隼,2:03.3,クビ,16,72.4,36.1,美浦松永康,484(0)
12,4,8,シャインバオバブ,牡4,57.0,太宰,2:03.3,クビ,9,26.4,35.5,栗東本田,508(-4)
13,7,14,シャインフリーリー,牡4,57.0,松若,2:03.4,1/2,13,56.5,36.1,美浦矢嶋,472(-4)
14,1,1,ポッポノフェスタ,牡4,57.0,西村太,2:03.5,3/4,15,67.3,35.5,美浦堀内,452(+4)
15,7,13,アクイローネ,牡5,58.0,中井,2:03.5,アタマ,18,175.8,36.1,美浦小野,426(-2)
16,2,3,コスモグラニット,牡4,57.0,小崎,2:03.7,3/4,12,55.0,35.7,美浦清水英,482(-8)
17,7,15,フララナキラ,牡4,57.0,松本,2:03.8,1,8,21.6,36.3,栗東田中克,448(+4)
18,5,9,オールデュスヴラン,セ5,58.0,亀田,2:04.0,1.1/4,17,89.2,36.2,栗東西村,476(-6)
