券種,組み合わせ,配当,人気
単勝,10,400,1
複勝,10,160,1
複勝,13,160,2
複勝,8,270,6
枠連,7-8,450,1
馬連,10-13,830,1
ワイド,10-13,350,1
ワイド,8-10,780,9
ワイド,8-13,880,11
馬単,10-13,1640,1
3連複,8-10-13,3000,7
3連単,10-13-8,12290,16
