コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*10,15)14(2,9)11(3,16)-13-(4,7)12,1,6,58"
4コーナー,"(*10,15)14(2,9,16)11,3,13,7(4,1,12)-6,58"
