馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ピコテンダー,牝4,荻野極,美浦・上原佑,先行,4.0,2,3,,36.4,486(+6),新潟,49,中6週,Y,,3,Justify,Harlan's Holiday,,B
2,1,ローマンレイク,牝5,Ｍデム,栗東・松永幹,先行,34.5,10,1,4歳以上1勝クラス,37.3,434(+2),京都,64,中8週,Y,,3,ドレフォン,スペシャルウィーク,,
3,2,ショウナンラリー,牡4,池添,美浦・嘉藤,逃げ,25.5,8,15,4歳以上2勝クラス,37.4,484(-2),京都,57,中7週,Y,,3,ナダル,ハーツクライ,,B
4,2,ペプチドクレマチス,牝4,小崎,栗東・畑端,,145.1,14,12,,37.1,452(+6),京都,71,中9週,Y,,3,コパノリッキー,ロードカナロア,,B
5,3,ラヴァグロウ,牝6,丸田,美浦・畠山,追込,311.9,15,14,4歳以上2勝クラス,35.4,452(+12),京都,57,中7週,Y,,3,ホッコータルマエ,ロージズインメイ,,
6,3,サヨノジャンボリー,牡4,大野,美浦・小笠,差し,17.3,7,1,4歳以上1勝クラス,36.7,482(+8),中山,84,中11週,Y,,3,モーニン,キングカメハメハ,,
7,4,ラーナローザ,牝4,木幡巧,美浦・畠山,差し,16.8,6,3,’26メト,37.6,508(+11),大井,52,中6週,,,2,ドレフォン,パイロ,,
8,4,サンマルノヴェル,牡4,坂井,栗東・大橋,先行,3.0,1,2,,35.6,520(+12),阪神,29,中3週,Y,,3,ノヴェリスト,ゴールドアリュール,,
9,5,スーパーバイザー,牡5,菊沢,美浦・菊沢,差し,38.0,11,1,4歳以上1勝クラス,36.4,472(-6),新潟,56,中7週,Y,,3,ルーラーシップ,ハーツクライ,,
10,5,レイワサンサン,セ5,石田,栗東・高柳大,先行,85.5,13,8,,36.3,502(0),阪神,35,中4週,Y,,3,スワーヴリチャード,Forest Camp,,
11,6,マフィン,牝5,杉原,美浦・大和田,差し,340.6,16,9,4歳以上2勝クラス,36.1,418(-8),東京,50,中6週,Y,,3,ミッキーアイル,トワイニング,,
12,6,モリノレッドスター,牝5,丸山,美浦・鈴木伸,先行,7.9,4,9,4歳以上2勝クラス,37.3,486(+4),中山,92,中12週,Y,,3,デクラレーションオブウォー,ファスリエフ,,
13,7,フェンダー,牡5,西村淳,栗東・柴田,差し,6.8,3,6,4歳以上2勝クラス,35.8,528(+2),京都,57,中7週,Y,,3,モーリス,スウィフトカレント,,B
14,7,ホーリーブライト,牝5,木幡初,美浦・竹内,差し,80.8,12,1,4歳以上1勝クラス,36.1,448(-8),福島,85,中11週,Y,,3,マクフィ,ディープブリランテ,,
15,8,クリノオリーブ,牝5,三浦,栗東・谷,先行,8.4,5,2,4歳以上2勝クラス,36.2,460(-10),阪神,92,中12週,Y,,3,ニューイヤーズデイ,ダイワメジャー,,
16,8,ホウオウプレミア,牡7,岩田康,美浦・奥村武,差し,26.1,9,8,,36.9,490(0),東京,35,中4週,Y,,3,ロードカナロア,クロフネ,,B
