馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヴォメロ,牝3,,栗東・宮地,先行,126.2,13,12,3歳未勝利,41.6,448(+2),京都,78,中10週,Y,,2,ゴールドドリーム,エピファネイア,,
2,1,クリスプレミアム,牝3,太宰,栗東・渡辺,差し,259.3,16,8,2歳未勝利,37.0,440(-12),京都,141,中19週,Y,,2,ダノンプレミアム,シンボリクリスエス,,
3,2,オーブフレッシュ,牝3,岩田望,栗東・辻野,,11.4,6,3,3歳未勝利,38.8,450(-6),京都,78,中10週,Y,,2,スワーヴリチャード,クロフネ,,
4,2,カネトシフレイア,牝3,森田,栗東・大橋,逃げ,176.7,15,9,2歳新馬,37.2,438(-6),京都,155,中21週,Y,,1,ミッキーアイル,キングカメハメハ,,
5,3,セヴェンヌ,牝3,松山,栗東・藤野,先行,3.7,2,2,3歳未勝利,37.2,494(0),中京,14,中1週,Y,,3,クリソベリル,ヘニーヒューズ,,
6,3,ステライヴ,牝3,西村淳,栗東・杉山晴,,6.7,3,,,,474(0),,,,,,,マクフィ,キングカメハメハ,,
7,4,ファイアプレイス,牝3,池添,栗東・小林,,82.0,10,,,,422(0),,,,,,,パイロ,ディープインパクト,,
8,4,アスターエポワス,牝3,古川吉,栗東・河嶋,先行,8.1,4,3,3歳未勝利,37.8,462(-10),京都,90,中12週,Y,,3,カフジテイク,ハービンジャー,,
9,5,レーヌペスカ,牝3,高杉,栗東・角田,,107.9,12,,,,418(0),,,,,,,クリソベリル,チーフベアハート,,
10,5,ゼルダ,牝3,田口,栗東・鈴木孝,差し,8.3,5,8,3歳未勝利,39.1,468(0),京都,90,中12週,Y,,3,モズアスコット,マンハッタンカフェ,,
11,6,メイショウナナユキ,牝3,菱田,栗東・牧浦,差し,33.1,8,2,3歳未勝利,37.6,474(0),阪神,21,中2週,Y,,3,ホッコータルマエ,スタチューオブリバティ,,
12,6,チョウスター,牝3,柴田裕,栗東・羽月,差し,104.4,11,4,3歳未勝利,39.0,460(0),阪神,14,中1週,Y,,3,エスポワールシチー,グラスワンダー,,
13,7,ルージュアイラ,牝3,団野,栗東・池江,追込,62.4,9,16,3歳新馬,35.1,406(-4),小倉,78,中10週,Y,,1,ドレフォン,ディープインパクト,,
14,7,オーロアルジェント,牝3,北村友,栗東・高野,先行,21.8,7,14,3歳未勝利,37.3,458(+4),京都,84,中11週,Y,,3,シルバーステート,フレンチデピュティ,,
15,8,スマッシング,牝3,,栗東・佐藤悠,,2.7,1,2,3歳未勝利,37.1,462(-2),阪神,22,中2週,Y,,3,ダノンスマッシュ,ハーツクライ,,
16,8,ロージーキャンドル,牝3,鮫島駿,栗東・小栗,差し,133.5,14,15,3歳新馬,35.6,466(+12),小倉,78,中10週,Y,,1,サトノクラウン,ジャングルポケット,,
