馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヤングジャガー,牡3,和田陽,栗東・羽月,先行,43.3,9,16,2歳新馬,42.2,450(+14),京都,196,中27週,Y,Y,1,フォーウィールドライブ,ドゥラメンテ,,
2,1,ヤマカンドリーミン,牡3,ゴンサ,美浦・和田勇,,24.6,7,,,,446(0),,,,,,,ファインニードル,パドトロワ,,
3,2,ビーチボール,牝3,永島,栗東・高橋康,,139.2,15,,,,404(0),,,,,,,ビーチパトロール,トワイニング,,
4,2,ディオレガーロ,牝3,斎藤,栗東・長谷川,先行,11.4,4,5,2歳新馬,35.8,454(+12),京都,161,中22週,Y,,1,サートゥルナーリア,ディープインパクト,,
5,3,アップターンデイ,牡3,吉田隼,栗東・藤岡健,,13.5,5,,,,492(0),,,,,,,ニューイヤーズデイ,Teofilo,,
6,3,マリノマーベラス,牝3,中井,美浦・田島,,184.2,16,,,,420(0),,,,,,,アメリカンペイトリオット,ダンスインザダーク,,
7,4,トウカイツバキ,牝3,亀田,栗東・北出,差し,44.7,10,5,3歳未勝利,34.4,392(0),福島,14,中1週,Y,,3,ブリックスアンドモルタル,ディープインパクト,,
8,4,ヘクトルテソーロ,牡3,舟山,美浦・畠山,,18.4,6,,,,458(0),,,,,,,シルバーステート,ヴィクトワールピサ,,
9,5,ヤマニンアレシス,牡3,丹内,美浦・堀内,先行,1.8,1,3,3歳未勝利,35.0,458(-2),中山,28,中3週,Y,,3,イスラボニータ,キングカメハメハ,,
10,5,スカイピア,牝3,森田,栗東・前川,追込,50.6,11,11,3歳未勝利,38.1,438(+6),京都,90,中12週,Y,,3,Palace Pier,Dubawi,,
11,6,アメジストロード,牡3,田山,栗東・新谷,差し,38.0,8,13,3歳未勝利,36.2,504(-2),京都,117,中16週,Y,,3,Tom's d'Etat,Scat Daddy,,
12,6,モンテール,セ3,横山琉,美浦・栗田,差し,58.1,12,11,2歳未勝利,36.5,434(-8),中山,132,中18週,Y,,2,オルフェーヴル,Gone West,,
13,7,アイアムアヒーロー,牡3,石川,美浦・奥平,差し,8.9,3,4,3歳未勝利,34.2,470(-2),福島,13,中1週,Y,,3,シルバーステート,アグネスタキオン,,
14,7,ツウキンカイソク,牡3,菊沢,美浦・岩戸,,5.3,2,5,3歳未勝利,35.2,466(0),中山,28,中3週,Y,,3,サトノアラジン,スウェプトオーヴァーボード,,
15,8,ノベンバーベイズ,牝3,遠藤,美浦・岩戸,差し,58.2,13,9,2歳未勝利,37.3,424(-6),新潟,244,中34週,Y,Y,3,ダノンスマッシュ,ハーツクライ,,
16,8,マリノリュミエール,牝3,河原田,美浦・村田,差し,90.6,14,13,2歳未勝利,41.4,450(+2),中山,133,中18週,Y,,3,ノーブルミッション,ブラックタイド,,
