着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,11,カペルブリュッケ,牡3,55.0,斎藤,1:53.3,,2,5.1,36.2,栗東浜田,472(+4)
2,2,2,ブルーペクトライト,牝5,52.0,鷲頭,1:53.4,1/2,10,54.7,36.9,栗東宮地,490(-2)
3,5,6,バッケンレコード,牡3,56.0,武豊,1:53.4,ハナ,1,1.9,36.2,栗東秋山,496(+6)
4,7,10,ブルーワール,牡4,55.0,松若,1:53.4,クビ,4,10.5,35.8,栗東高柳大,512(+2)
5,6,8,サイモンコーラル,牝5,52.0,柴田裕,1:53.5,1/2,13,371.9,36.2,栗東羽月,470(-8)
6,3,3,ロングウェイホーム,牡3,54.0,荻野極,1:53.6,クビ,3,7.0,36.2,美浦伊坂,524(0)
7,4,5,ウインアルドーレ,牡4,56.0,松山,1:53.7,クビ,9,46.7,36.6,栗東西園翔,506(+2)
8,5,7,ロイガヴェーグル,牡5,55.0,Cデム,1:53.7,クビ,6,13.1,36.8,栗東浜田,452(+6)
9,4,4,ジーニアスバローズ,牡5,56.0,高田,1:53.8,1/2,5,11.3,37.0,栗東辻野,470(0)
10,8,12,フォーワンセルフ,牡6,51.0,酒井,1:53.8,ハナ,12,148.4,36.0,美浦小手川,516(-6)
11,6,9,シンリミテス,牡6,53.0,古川吉,1:54.3,3,11,94.7,36.7,栗東大根田,496(-6)
12,1,1,コスモオピニオン,牡5,55.0,鮫島駿,1:55.0,4,8,28.1,37.5,美浦黒岩,506(-6)
13,8,13,テーオーレガシー,牡5,55.0,高杉,1:56.0,6,7,27.6,39.3,栗東宮,540(+28)
