馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カワキタスズリノ,牝2,石橋脩,美浦・池上,,115.3,12,,,,476(0),,,,,,,キセキ,クロフネ,,
2,1,クイーンズホリデー,牝2,戸崎圭,美浦・林,,7.8,3,,,,492(0),,,,,,,オルフェーヴル,キングカメハメハ,,
3,2,サンラザール,牡2,モレイ,美浦・森一,,3.0,2,,,,510(0),,,,,,,クリソベリル,キングカメハメハ,,
4,2,アンディラメナ,牝2,ルメー,美浦・田島,,13.8,6,,,,448(0),,,,,,,クリソベリル,クロフネ,,
5,3,チッタデラモーレ,牡2,三浦,美浦・伊藤圭,,65.0,10,,,,474(0),,,,,,,アメリカンペイトリオット,ハーツクライ,,
6,3,アーティラリー,牝2,菊沢,美浦・松山,,127.3,13,,,,492(0),,,,,,,ホッコータルマエ,ゴールドアリュール,,
7,4,エイシンジザイテン,牡2,津村,美浦・田中剛,,40.8,8,,,,490(0),,,,,,,サンダースノー,マンハッタンカフェ,,
8,4,ナリノシャーウッド,牡2,岩田望,美浦・田村,,16.3,7,,,,472(0),,,,,,,マインドユアビスケッツ,ダイワメジャー,,
9,5,アンバサダネージュ,牡2,武藤,美浦・武藤,,47.8,9,,,,482(0),,,,,,,シニスターミニスター,アイルハヴアナザー,,
10,5,ブルーサーマル,牝2,佐々木,美浦・池上,,103.6,11,,,,532(0),,,,,,,アメリカンペイトリオット,ディープスカイ,,
11,6,クアッドフォルツァ,牡2,丹内,美浦・伊藤圭,,197.4,16,,,,468(0),,,,,,,ゴールドドリーム,キングカメハメハ,,
12,6,ブームバップビート,牡2,横山武,栗東・中内田,,2.9,1,,,,548(0),,,,,,,Into Mischief,Curlin,,
13,7,アトラステソーロ,牡2,菅原明,美浦・高木,,8.7,4,,,,464(0),,,,,,,キタサンブラック,デクラレーションオブウォー,,
14,7,ミラクルカイザー,牡2,丸田,美浦・武市,,141.0,14,,,,484(0),,,,,,,マクフィ,ヘニーヒューズ,,
15,8,ヘルメスギャング,牡2,今村,美浦・武井,,159.0,15,,,,464(0),,,,,,,ブリックスアンドモルタル,ハーツクライ,,
16,8,サンデーパーティー,牡2,横山琉,美浦・相沢,,9.5,5,,,,480(0),,,,,,,ホッコータルマエ,スズカマンボ,,
