券種,組み合わせ,配当,人気
単勝,6,1120,3
複勝,6,260,4
複勝,4,130,1
複勝,2,3180,16
枠連,2-3,900,4
馬連,4-6,940,3
ワイド,4-6,430,3
ワイド,2-6,20840,84
ワイド,2-4,8820,59
馬単,6-4,2960,9
3連複,2-4-6,66250,142
3連単,6-4-2,386860,742
