馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゴールデンオスカー,牡4,石川,美浦・堀内,差し,6.4,2,1,,35.3,502(+4),東京,119,中16週,Y,,3,スクリーンヒーロー,アグネスデジタル,
2,1,テリフィックプラン,牡4,戸崎圭,美浦・萩原,先行,3.4,1,4,,38.3,492(+2),福島,84,中11週,Y,,3,マスタリー,Perfect Soul,
3,2,ビーアイオラクル,牡6,岩田康,栗東・牧田,先行,60.8,11,9,,36.2,504(+8),東京,140,中19週,Y,,3,エスポワールシチー,ヨハネスブルグ,
4,2,フランスゴデイナ,牡7,丸山,栗東・森秀,先行,130.8,15,8,,37.3,490(-6),小倉,77,中10週,Y,,3,ウィルテイクチャージ,Curlin,
5,3,ヴァンドーム B,牡4,大野,栗東・安田,差し,8.4,5,6,,35.7,502(0),東京,113,中15週,Y,,3,ロードカナロア,マンハッタンカフェ,
6,3,アルゴナヴィス,牡4,岩田望,栗東・池江,先行,8.8,6,7,,38.0,484(-2),中京,57,中7週,Y,,3,ドゥラメンテ,Seeking the Gold,
7,4,フルオール B,牡6,西村淳,美浦・斎藤誠,差し,7.8,4,4,,36.4,476(+2),新潟,64,中8週,Y,,3,ホッコータルマエ,ゴールドアリュール,
8,4,グラウンドビート,セ4,佐々木,美浦・田村,差し,18.2,10,6,,36.5,482(-6),札幌,70,中9週,Y,,3,ロードカナロア,ファルブラヴ,
9,5,サノノエスポ,牝5,荻野極,美浦・中舘,差し,95.3,13,9,,37.1,464(-2),新潟,64,中8週,Y,,3,エスポワールシチー,ヘクタープロテクター,
10,5,ジョディーズマロン,牡7,横山典,栗東・北出,追込,13.4,7,9,,34.3,470(-8),東京,113,中15週,Y,,3,ディスクリートキャット,サムライハート,
11,6,シェットランド B,牡5,木幡巧,美浦・久保田,先行,75.7,12,11,,39.1,564(+2),新潟,64,中8週,Y,,3,リアルインパクト,サクラバクシンオー,
12,6,ウィステリアリヴァ,牡5,石橋脩,美浦・小野,逃げ,16.2,9,8,,34.5,504(+10),新潟,56,中7週,Y,,3,ロゴタイプ,プリサイスエンド,
13,7,オウギノカナメ,牡5,菅原明,美浦・高木,,15.8,8,14,,42.9,484(-2),札幌,50,中6週,Y,,3,キタサンブラック,Petionville,
14,7,ルーンファクター,牡5,柴田大,美浦・畠山,差し,274.3,16,15,,38.5,460(-8),福島,98,中13週,Y,,2,インカンテーション,Cadeaux Genereux,
15,8,ガンウルフ,牡5,津村,栗東・藤岡,先行,7.3,3,3,,36.9,480(-8),東京,113,中15週,Y,,3,Gun Runner,A.P. Indy,
16,8,グラヴィス B,牡4,吉田隼,栗東・矢作,先行,106.1,14,11,,39.4,496(0),阪神,20,中2週,Y,,3,ハーツクライ,Storm Cat,
