コーナー,通過順
1コーナー,"6(9,13)4,3-(2,11)(15,12)10(8,7)-(5,14)-1"
2コーナー,"6(4,9,13)-3(2,11)(15,12)10(8,7)(5,14)-1"
3コーナー,"(*6,9,13)11(4,3)12,2(8,15,10,7)5,1,14"
4コーナー,"(*6,13)(9,11)4(3,12)7(8,15,2)10,5,1,14"
