馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ラルフ,牡5,武豊,栗東・荒川,先行,21.6,7,1,,36.9,498(-2),中京,22,中2週,Y,,3,アジアエクスプレス,ヴィクトワールピサ,
2,2,ミッキーヌチバナ,牡5,ルメー,栗東・高橋亮,先行,2.0,1,2,,37.4,516(-4),中山,36,中4週,Y,,3,ダノンレジェンド,キングカメハメハ,
3,2,インベルシオン,牡4,鮫島駿,栗東・清水久,差し,54.2,11,10,,37.0,548(+2),阪神,43,中5週,Y,,3,キズナ,アフリート,
4,3,クレスコジョケツ,牝4,藤岡佑,栗東・木原,先行,39.5,9,10,,37.2,472(0),中京,15,中1週,Y,,3,アメリカンペイトリオット,オレハマッテルゼ,
5,3,コパノニコルソン,牡4,泉谷,栗東・宮,差し,13.1,6,3,,37.4,522(+2),中山,36,中4週,Y,,3,コパノリッキー,クロフネ,
6,4,テイエムベンチャー,牡5,国分恭,栗東・鈴木孝,先行,158.0,13,13,,39.1,502(0),中山,22,中2週,Y,,3,エスポワールシチー,タイキシャトル,
7,4,ナリタフォルテ,牡5,富田,栗東・木原,先行,27.8,8,8,,37.0,592(-4),中京,15,中1週,Y,,3,ベルシャザール,Woodman,
8,5,ダンテスヴュー,牡4,岩田望,栗東・友道,,7.1,3,8,,34.2,466(-4),東京,70,中9週,Y,,3,キングカメハメハ,フレンチデピュティ,
9,5,トップオブジェラス,牡4,横山武,美浦・高木,先行,7.0,2,1,,37.5,528(-2),中山,29,中3週,Y,,3,ドゥラメンテ,Petionville,
10,6,ステイブルアスク,牝5,古川奈,栗東・矢作,追込,7.5,4,6,,37.0,438(-4),阪神,56,中7週,Y,,3,オルフェーヴル,タイキシャトル,
11,6,ゼウスバイオ,牡4,吉田隼,栗東・畑端,差し,9.2,5,4,,36.7,504(+2),阪神,43,中5週,Y,,3,ゼンノロブロイ,アルデバランII,
12,7,サンライズシェリー,牡6,団野,栗東・河内,先行,52.7,10,4,,39.3,486(+2),阪神,28,中3週,Y,,3,ヨハネスブルグ,ブライアンズタイム,
13,7,ワンダーエカルテ,牝7,長岡,栗東・石橋,差し,431.8,15,9,,37.8,518(+2),阪神,182,中25週,Y,Y,3,クロフネ,ジェネラス,
14,8,コパノリッチマン,牡6,酒井,栗東・村山,差し,58.1,12,10,,38.3,510(-4),東京,50,中6週,Y,,3,ヘニーヒューズ,キングカメハメハ,
15,8,ダッチマン B,セ6,,栗東・音無,差し,207.1,14,11,,34.1,462(-2),阪神,29,中3週,Y,,3,キンシャサノキセキ,アフリート,
