コーナー,通過順
1コーナー,"(*8,13)(2,6)(4,14)5(3,7)10-(1,12)9-11"
2コーナー,"(*8,13)(2,6,14)(3,4,5)-(10,7)(1,12)9-11"
3コーナー,"(*8,13)(14,12)(2,6)5(3,4)10(1,9)7-11"
4コーナー,"8(13,14,12)2(6,5)3(4,10)9,1-7-11"
