馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ポエットリー,牝3,鮫島駿,栗東・平田,差し,2.3,1,1,3歳以上1勝クラス,34.4,468(-2),函館,20,中2週,Y,,3,ダイワメジャー,Rail Link,
2,2,ロゼクラン,牝6,荻野琢,栗東・藤沢,追込,41.5,9,11,,34.2,444(-8),函館,6,連闘,Y,,3,リーチザクラウン,ハービンジャー,
3,3,トリップトゥムーン,牡5,菱田,栗東・新谷,差し,30.3,8,7,4歳以上2勝クラス,33.2,448(-4),京都,56,中7週,Y,,3,アドマイヤムーン,ネオユニヴァース,
4,4,イイヒニナル,牝4,角田河,栗東・千田,先行,17.2,6,14,,35.5,406(+26),阪神,98,中13週,Y,,3,ビッグアーサー,ドリームジャーニー,
5,5,ランドオブラヴ,牝4,横山武,美浦・蛯名正,差し,5.3,3,3,,34.1,428(-2),函館,6,連闘,Y,,3,ミッキーアイル,キングズベスト,
6,6,スクルプトーリス,牝4,富田,栗東・松下,先行,19.8,7,12,,35.1,466(+6),函館,6,連闘,Y,,3,ジャスタウェイ,Kingmambo,
7,7,スマートルシーダ,牡6,浜中,栗東・音無,差し,8.6,4,4,,34.2,468(+4),函館,13,中1週,Y,,3,ディープインパクト,キングヘイロー,
8,7,グッドグロウス,牡5,古川吉,栗東・大根田,差し,169.1,10,11,,34.4,470(+4),函館,13,中1週,Y,,3,マジェスティックウォリアー,ダイワメジャー,
9,8,イグニション,牡4,丹内,栗東・畑端,,8.9,5,5,,35.0,470(0),函館,21,中2週,Y,,3,スノードラゴン,ダンスインザダーク,
10,8,ニシノコウダイ,牡4,藤岡佑,栗東・長谷川,差し,4.2,2,2,,34.5,486(+4),函館,21,中2週,Y,,3,アメリカンペイトリオット,ルーラーシップ,
