馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,タガノスペルノヴァ,牡5,高倉,栗東・川村,差し,83.8,15,7,4歳以上1勝クラス,34.8,430(+6),小倉,21,中2週,Y,,3,モーリス,キングカメハメハ,
2,1,マイネルチューダ,牡6,野中,美浦・奥平,先行,58.1,13,8,3歳以上1勝クラス,34.6,466(+2),中京,50,中6週,Y,,3,マツリダゴッホ,サクラバクシンオー,
3,2,パルフェアンジュ,牝7,北村友,栗東・飯田雄,差し,338.2,18,13,4歳以上1勝クラス,38.9,472(-10),中京,28,中3週,Y,,3,カネヒキリ,ゴールドアリュール,
4,2,タマモテラコッタ B,牡4,亀田,栗東・南井,差し,49.8,12,10,4歳以上1勝クラス,36.1,488(+2),小倉,14,中1週,Y,,1,ザファクター,フジキセキ,
5,3,ジョーブリッランテ,牡4,丸山,栗東・清水久,差し,18.9,9,3,4歳以上1勝クラス,34.5,510(+2),小倉,7,連闘,Y,,3,ジョーカプチーノ,キングヘイロー,
6,3,タイセイブリリオ,牡4,,栗東・大橋,先行,5.8,2,8,3歳以上1勝クラス,35.4,478(+6),中京,126,中17週,Y,,3,ディープブリランテ,キングカメハメハ,
7,4,スクリーンショット B,牝4,丹内,美浦・杉浦,,9.5,4,13,4歳以上1勝クラス,39.5,490(-10),中山,29,中3週,Y,,3,スクリーンヒーロー,ダイワメジャー,
8,4,ニューノーマル,牝4,浜中,栗東・武幸,先行,47.3,11,8,3歳以上1勝クラス,41.1,454(-4),阪神,42,中5週,Y,,3,キズナ,Scat Daddy,
9,5,ショウナンナウシカ,牝4,小沢,美浦・大竹,,143.0,17,10,,36.4,470(+6),小倉,14,中1週,Y,,3,ショウナンカンプ,クロフネ,
10,5,ミッキーチャレンジ B,牡4,西村淳,栗東・中内田,差し,3.1,1,4,4歳以上1勝クラス,34.3,496(-6),小倉,15,中1週,Y,,3,ジャスタウェイ,アドマイヤムーン,
11,6,ビップシュプリーム,牝4,松若,栗東・松下,差し,6.6,3,1,,34.2,504(-4),小倉,14,中1週,Y,,3,サトノアラジン,Exchange Rate,
12,6,ウナギノボリ,牡4,富田,栗東・音無,差し,16.8,8,8,3歳以上1勝クラス,32.9,466(+2),阪神,78,中10週,Y,,3,ドレフォン,サンデーサイレンス,
13,7,ヤマニンアンフィル,牝4,団野,栗東・斉藤崇,差し,10.3,5,5,4歳以上1勝クラス,34.9,462(-2),小倉,22,中2週,Y,,3,ダイワメジャー,スウェプトオーヴァーボード,
14,7,エヴァジョーネ B,牝6,今村,美浦・堀内,差し,91.9,16,10,4歳以上1勝クラス,35.8,430(-4),小倉,21,中2週,Y,,3,ロードカナロア,サンデーサイレンス,
15,7,テーオースパロー,牡4,藤岡佑,栗東・清水久,差し,12.0,7,10,3歳以上1勝クラス,37.0,500(+2),阪神,77,中10週,Y,,3,ルーラーシップ,フジキセキ,
16,8,ゼンノテンバ,牝4,,美浦・小手川,逃げ,70.1,14,13,4歳以上1勝クラス,38.7,438(+2),中山,21,中2週,Y,,2,ドゥラメンテ,クロフネ,
17,8,ダブルスナッチ,牝5,勝浦,美浦・宗像,差し,41.1,10,7,4歳以上1勝クラス,34.9,438(-4),小倉,15,中1週,Y,,3,ルーラーシップ,ディープインパクト,
18,8,トリップトゥムーン,牡4,菱田,栗東・新谷,差し,11.3,6,7,,34.5,458(+6),福島,92,中12週,Y,,3,アドマイヤムーン,ネオユニヴァース,
