馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ラズルダズル,牡7,中村,栗東・茶木,差し,6.1,3,7,,37.6,466(0),福島,91,中12週,Y,,3,ルーラーシップ,アグネスタキオン,,
2,2,ブレバ,牡4,田村,栗東・中竹,差し,91.4,10,15,3歳以上2勝クラス,39.0,530(+12),京都,111,中15週,Y,,2,ネロ,アドマイヤベガ,,
3,3,ゴンドワナ,セ4,上野,美浦・小島,先行,31.8,7,9,3歳以上1勝クラス,37.2,474(-10),東京,104,中14週,Y,,3,マツリダゴッホ,Congrats,,
4,4,マシュー,牡3,大江圭,美浦・尾形,差し,22.9,6,1,さいたまシ,38.4,456(-16),浦和,110,中15週,,,1,ジャスタウェイ,Dubai Destination,,
5,5,ゴールデンルーキー,牡3,江田勇,美浦・粕谷,追込,162.5,11,9,障害3歳以上未勝利,14.4,462(-2),中京,27,中3週,Y,,3,Catholic Boy,Mineshaft,,
6,6,アーベントイアー,牡3,土田,美浦・水野,差し,81.4,9,10,,36.5,488(-10),新潟,35,中4週,Y,,3,ロゴタイプ,デュランダル,,
7,6,ソルトロング,牡3,井上,栗東・木原,追込,43.6,8,6,障害3歳以上未勝利,14.3,464(+8),中山,19,中2週,Y,,3,ニューイヤーズデイ,スペシャルウィーク,,
8,7,フスカル,セ4,石神深,美浦・森一,差し,14.4,5,11,3歳以上1勝クラス,37.9,478(0),福島,76,中10週,Y,,3,American Pharoah,Wildcat Heir,,
9,7,インプレス,牡5,小牧加,栗東・佐々木,差し,2.1,1,3,障害3歳以上未勝利,13.5,524(-4),小倉,91,中12週,Y,,3,キズナ,Dr Fong,,
10,8,サルサロッサ,牝5,,美浦・高柳瑞,,3.1,2,3,障害3歳以上未勝利,13.1,442(-2),新潟,49,中6週,Y,,3,エスケンデレヤ,マンハッタンカフェ,,
11,8,フレッチア,牡9,草野,美浦・木村,差し,9.0,4,8,,34.8,492(-8),福島,83,中11週,Y,,3,Dansili,Medicean,,
