着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,ローシャムパーク,牡4,57.0,レーン,1:45.1,,1,3.1,33.3,美浦田中博,506(+6)
2,3,6,グランディア,セ4,56.0,川田,1:45.2,3/4,5,12.2,33.7,栗東中内田,472(-8)
3,7,14,カーペンタリア,牝4,54.0,ルメー,1:45.5,1.1/2,2,4.5,33.5,美浦木村,500(+2)
4,8,16,トーセンリョウ,牡4,56.0,横山武,1:45.5,ハナ,4,9.3,32.8,美浦加藤征,464(+2)
5,1,1,デコラシオン,牡4,56.0,坂井,1:45.5,クビ,8,17.5,33.2,美浦高木,514(0)
6,5,10,スパイラルノヴァ,牡5,56.0,Mデム,1:45.5,クビ,11,30.9,33.8,栗東藤岡,482(-4)
7,1,2,ストロングウィル,牡4,56.0,岩田望,1:45.6,1/2,9,25.1,33.7,栗東橋口,490(-2)
8,5,9,ボーンディスウェイ,牡4,56.0,石橋脩,1:45.7,クビ,6,12.3,34.4,美浦牧,490(0)
9,6,11,シンボ,牡6,57.0,武豊,1:45.7,ハナ,7,15.4,33.9,栗東小崎,480(-2)
10,2,3,フィデル,牡4,56.0,田辺,1:45.8,1/2,14,58.2,33.3,栗東友道,488(0)
11,7,13,ブライトオンベイス,牝4,54.0,北村宏,1:45.9,1/2,17,138.2,34.8,栗東清水久,442(+8)
12,6,12,パーソナルハイ,牝4,54.0,戸崎圭,1:46.0,1/2,13,57.7,34.5,栗東矢作,462(0)
13,4,8,モーソンピーク,牡6,55.0,三浦,1:46.0,クビ,12,43.6,34.8,美浦国枝,496(-4)
14,8,15,パープルレディー,牝5,53.0,松岡,1:46.1,1/2,16,121.1,34.0,美浦奥村武,428(+2)
15,4,7,デビットバローズ,牡4,56.0,横山和,1:46.1,クビ,3,7.7,34.7,栗東上村,506(-6)
16,2,4,モリノカンナチャン,牝5,53.0,丸山,1:46.2,クビ,15,61.2,33.8,美浦鈴木伸,446(-10)
17,8,17,ルージュリナージュ,牝4,54.0,菅原明,1:46.3,1/2,10,27.5,34.5,美浦宗像,450(+2)
