券種,組み合わせ,配当,人気
単勝,6,1360,7
複勝,6,370,7
複勝,8,430,8
複勝,13,160,1
枠連,5-6,3070,13
馬連,6-8,16670,45
ワイド,6-8,3340,39
ワイド,6-13,910,10
ワイド,8-13,1330,15
馬単,6-8,35730,93
3連複,6-8-13,16810,63
3連単,6-8-13,190130,554
